file_id.x,article_id,sn,newspaper_name.x,year,month,day,page,edition.x,mod_id,newspaper_state,url_fixed,url2.x,date,file_id2.x,file_id.y,num_annotations,file_id2.y,newspaper_name.y,newspaper_city.y,state,url.y,lynching,attempted_y_n,lynching_state,lynching_city,similar_coverage_y_n,reviewed_by_te
8720,0,sn85038115,"The spirit of democracy (Woodsfield, Ohi...)",1849,12,29,seq-1,ed-1,1,Ohio,https://articleextractor.org/pages/8720/ohi_byrd_ver01/sn85038115,https://articleextractor.org/pages/8720/ohi_byrd_ver01/sn85038115/1849/12/29/ed-1/seq-1/0?user_id=6,1849-12-29T00:00:00Z,8720_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8721,0,sn85025697,"The day book (Norfolk, Va.)",1859,10,17,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/8721/vi_icelandic_ver01/sn85025697,https://articleextractor.org/pages/8721/vi_icelandic_ver01/sn85025697/1859/10/17/ed-1/seq-2/0?user_id=6,1859-10-17T00:00:00Z,8721_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8722,0,sn82015486,"White Cloud Kansas chief (White Cloud, Ka...)",1859,12,29,seq-2,ed-1,1,Kansas,https://articleextractor.org/pages/8722/khi_brown_ver01/sn82015486,https://articleextractor.org/pages/8722/khi_brown_ver01/sn82015486/1859/12/29/ed-1/seq-2/0?user_id=6,1859-12-29T00:00:00Z,8722_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8724,0,sn84028385,"Western Reserve chronicle (Warren, Ohio)",1858,6,30,seq-1,ed-1,1,Ohio,https://articleextractor.org/pages/8724/ohi_ariel_ver02/sn84028385,https://articleextractor.org/pages/8724/ohi_ariel_ver02/sn84028385/1858/6/30/ed-1/seq-1/0?user_id=6,1858-06-30T00:00:00Z,8724_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8726,0,sn84020750,The North-Carolinian (Fayetteville [N...),1860,5,5,seq-3,ed-1,1,North Carolina,https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750,https://articleextractor.org/pages/8726/ncu_jefferson_ver02/sn84020750/1860/5/5/ed-1/seq-3/0?user_id=6,1860-05-05T00:00:00Z,8726_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8734,0,sn82014511,"The press and tribune (Chicago, Ill.)",1859,11,1,seq-2,ed-1,1,Illinois,https://articleextractor.org/pages/8734/dlc_belmont_ver02/sn82014511,https://articleextractor.org/pages/8734/dlc_belmont_ver02/sn82014511/1859/11/1/ed-1/seq-2/0?user_id=6,1859-11-01T00:00:00Z,8734_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8739,0,sn85038518,"Nashville union and American (Nashville, Tenn...)",1860,9,19,seq-3,ed-1,1,Tennessee,https://articleextractor.org/pages/8739/tu_dolly_ver01/sn85038518,https://articleextractor.org/pages/8739/tu_dolly_ver01/sn85038518/1860/9/19/ed-1/seq-3/0?user_id=6,1860-09-19T00:00:00Z,8739_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983,0,sn86053954,"Jeffersonian Republican (Stroudsburg, Pa...)",1853,4,14,seq-2,ed-1,2,Pennsylvania,https://articleextractor.org/pages/8983/pst_borland_ver01/sn86053954,https://articleextractor.org/pages/8983/pst_borland_ver01/sn86053954/1853/4/14/ed-1/seq-2/0?user_id=6,1853-04-14T00:00:00Z,8983_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9103,0,sn84024443,"The Athens post (Athens, Tenn.)",1855,12,7,seq-2,ed-1,2,Tennessee,https://articleextractor.org/pages/9103/tu_nancy_ver01/sn84024443,https://articleextractor.org/pages/9103/tu_nancy_ver01/sn84024443/1855/12/7/ed-1/seq-2/0?user_id=6,1855-12-07T00:00:00Z,9103_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9108,0,sn83025661,Vermont telegraph (Brandon [Vt.]),1842,1,5,seq-1,ed-1,2,Vermont,https://articleextractor.org/pages/9108/vtu_kirby_ver02/sn83025661,https://articleextractor.org/pages/9108/vtu_kirby_ver02/sn83025661/1842/1/5/ed-1/seq-1/0?user_id=6,1842-01-05T00:00:00Z,9108_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9116,0,sn86079096,Sugar planter (West Baton Roug...),1860,2,4,seq-2,ed-1,2,Louisiana,https://articleextractor.org/pages/9116/lu_sands_ver01/sn86079096,https://articleextractor.org/pages/9116/lu_sands_ver01/sn86079096/1860/2/4/ed-1/seq-2/0?user_id=6,1860-02-04T00:00:00Z,9116_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9412,0,sn83030212,New-York tribune (New-York [N.Y.]),1841,12,17,seq-3,ed-1,2,New York,https://articleextractor.org/pages/9412/dlc_gritty_ver01/sn83030212,https://articleextractor.org/pages/9412/dlc_gritty_ver01/sn83030212/1841/12/17/ed-1/seq-3/0?user_id=6,1841-12-17T00:00:00Z,9412_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9416,0,sn83016884,"Southern Argus (Columbus, Miss.)",1839,6,18,seq-2,ed-1,2,Mississippi,https://articleextractor.org/pages/9416/msar_kingsombra_ver01/sn83016884,https://articleextractor.org/pages/9416/msar_kingsombra_ver01/sn83016884/1839/6/18/ed-1/seq-2/0?user_id=6,1839-06-18T00:00:00Z,9416_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13735,0,sn86071377,"The mountain sentinel (Ebensburg, Pa.)",1850,8,1,seq-3,ed-1,1,Pennsylvania,https://articleextractor.org/pages/13735/pst_kern_ver01/sn86071377,https://articleextractor.org/pages/13735/pst_kern_ver01/sn86071377/1850/8/1/ed-1/seq-3/0?user_id=6,1850-08-01T00:00:00Z,13735_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13752,0,sn83030313,The New York herald (New York [N.Y.]),1843,5,14,seq-2,ed-1,1,New York,https://articleextractor.org/pages/13752/dlc_kudzu_ver01/sn83030313,https://articleextractor.org/pages/13752/dlc_kudzu_ver01/sn83030313/1843/5/14/ed-1/seq-2/0?user_id=6,1843-05-14T00:00:00Z,13752_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13753,0,sn83030313,The New York herald (New York [N.Y.]),1848,7,9,seq-2,ed-1,1,New York,https://articleextractor.org/pages/13753/dlc_marcus_ver01/sn83030313,https://articleextractor.org/pages/13753/dlc_marcus_ver01/sn83030313/1848/7/9/ed-1/seq-2/0?user_id=6,1848-07-09T00:00:00Z,13753_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13757,0,sn85026105,"American Lancaster gazette (Lancaster, Ohio)",1856,2,28,seq-1,ed-1,1,Ohio,https://articleextractor.org/pages/13757/ohi_drake_ver01/sn85026105,https://articleextractor.org/pages/13757/ohi_drake_ver01/sn85026105/1856/2/28/ed-1/seq-1/0?user_id=6,1856-02-28T00:00:00Z,13757_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13759,0,sn83035487,"Anti-slavery bugle (New-Lisbon, Ohi...)",1858,7,17,seq-1,ed-1,1,Ohio,https://articleextractor.org/pages/13759/ohi_ariel_ver02/sn83035487,https://articleextractor.org/pages/13759/ohi_ariel_ver02/sn83035487/1858/7/17/ed-1/seq-1/0?user_id=6,1858-07-17T00:00:00Z,13759_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13762,0,sn83035143,Cleveland morning leader (Cleveland [Ohio...),1859,4,1,seq-3,ed-1,1,Ohio,https://articleextractor.org/pages/13762/ohi_desdemona_ver01/sn83035143,https://articleextractor.org/pages/13762/ohi_desdemona_ver01/sn83035143/1859/4/1/ed-1/seq-3/0?user_id=6,1859-04-01T00:00:00Z,13762_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13763,0,sn85026192,"The Perrysburg journal (Perrysburg, Ohi...)",1859,7,28,seq-3,ed-1,1,Ohio,https://articleextractor.org/pages/13763/ohi_cobweb_ver04/sn85026192,https://articleextractor.org/pages/13763/ohi_cobweb_ver04/sn85026192/1859/7/28/ed-1/seq-3/0?user_id=6,1859-07-28T00:00:00Z,13763_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13766,0,sn84028745,Cincinnati daily press (Cincinnati [Ohi...),1860,10,6,seq-1,ed-1,1,Ohio,https://articleextractor.org/pages/13766/ohi_guildenstern_ver01/sn84028745,https://articleextractor.org/pages/13766/ohi_guildenstern_ver01/sn84028745/1860/10/6/ed-1/seq-1/0?user_id=6,1860-10-06T00:00:00Z,13766_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13768,0,sn85025569,"Red Wing sentinel (Red Wing, M.T. ...)",1861,1,2,seq-2,ed-1,1,Minnesota,https://articleextractor.org/pages/13768/mnhi_datsun_ver01/sn85025569,https://articleextractor.org/pages/13768/mnhi_datsun_ver01/sn85025569/1861/1/2/ed-1/seq-2/0?user_id=6,1861-01-02T00:00:00Z,13768_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14022,0,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/9/6/ed-1/seq-1/0?user_id=6,1851-09-06T00:00:00Z,14022_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14022,1,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/9/6/ed-1/seq-1/0?user_id=6,1851-09-06T00:00:00Z,14022_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14022,2,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/9/6/ed-1/seq-1/0?user_id=6,1851-09-06T00:00:00Z,14022_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,0,sn83009567,"American Republican and Baltimore daily clipper (Baltimore, Md.)",1845,8,5,seq-1,ed-1,1,Maryland,https://articleextractor.org/pages/14032/mdu_jalapeno_ver02/sn83009567,https://articleextractor.org/pages/14032/mdu_jalapeno_ver02/sn83009567/1845/8/5/ed-1/seq-1/0?user_id=6,1845-08-05T00:00:00Z,14032_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14033,0,sn84024656,"Richmond daily Whig (Richmond, Va.)",1846,5,21,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656/1846/5/21/ed-1/seq-2/0?user_id=6,1846-05-21T00:00:00Z,14033_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14034,0,sn85027003,"The southern enterprise (Greenville, S.C...)",1857,2,19,seq-2,ed-1,1,South Carolina,https://articleextractor.org/pages/14034/scu_kershawhogjam_ver03/sn85027003,https://articleextractor.org/pages/14034/scu_kershawhogjam_ver03/sn85027003/1857/2/19/ed-1/seq-2/0?user_id=6,1857-02-19T00:00:00Z,14034_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,0,sn84026824,"Shepherdstown register (Shepherdstown, ...)",1858,10,30,seq-2,ed-1,1,West Virginia,https://articleextractor.org/pages/14035/wvu_antares_ver02/sn84026824,https://articleextractor.org/pages/14035/wvu_antares_ver02/sn84026824/1858/10/30/ed-1/seq-2/0?user_id=6,1858-10-30T00:00:00Z,14035_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,0,sn84024738,The daily dispatch (Richmond [Va.]),1859,11,30,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14036/vi_manowar_ver01/sn84024738,https://articleextractor.org/pages/14036/vi_manowar_ver01/sn84024738/1859/11/30/ed-1/seq-2/0?user_id=6,1859-11-30T00:00:00Z,14036_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,0,sn82014511,"The press and tribune (Chicago, Ill.)",1859,4,11,seq-2,ed-1,1,Illinois,https://articleextractor.org/pages/14037/dlc_belmont_ver02/sn82014511,https://articleextractor.org/pages/14037/dlc_belmont_ver02/sn82014511/1859/4/11/ed-1/seq-2/0?user_id=6,1859-04-11T00:00:00Z,14037_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14215,0,sn82003410,The daily union (Washington [D.C...),1849,2,13,seq-3,ed-1,1,District of Columbia,https://articleextractor.org/pages/14215/dlc_basilisk_ver03/sn82003410,https://articleextractor.org/pages/14215/dlc_basilisk_ver03/sn82003410/1849/2/13/ed-1/seq-3/0?user_id=6,1849-02-13T00:00:00Z,14215_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14216,0,sn82014356,"Eastern times (Bath, Me.)",1850,8,1,seq-3,ed-1,1,Maine,https://articleextractor.org/pages/14216/me_calais_ver02/sn82014356,https://articleextractor.org/pages/14216/me_calais_ver02/sn82014356/1850/8/1/ed-1/seq-3/0?user_id=6,1850-08-01T00:00:00Z,14216_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14217,0,sn85026203,"The Portsmouth inquirer (Portsmouth, O. ...)",1850,11,11,seq-3,ed-1,1,Ohio,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203/1850/11/11/ed-1/seq-3/0?user_id=6,1850-11-11T00:00:00Z,14217_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14218,0,sn89066057,"Democratic banner. (Bowling Green, ...)",1850,1,14,seq-2,ed-1,1,Missouri,https://articleextractor.org/pages/14218/mohi_jerome_ver01/sn89066057,https://articleextractor.org/pages/14218/mohi_jerome_ver01/sn89066057/1850/1/14/ed-1/seq-2/0?user_id=6,1850-01-14T00:00:00Z,14218_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14219,0,sn86081965,Des Moines courier. ([Ottumwa] Iowa),1851,4,25,seq-3,ed-1,1,Iowa,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965/1851/4/25/ed-1/seq-3/0?user_id=6,1851-04-25T00:00:00Z,14219_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14220,0,sn85055197,"Lewisburg chronicle (Lewisburg, Pa.)",1851,6,25,seq-4,ed-1,1,Pennsylvania,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197/1851/6/25/ed-1/seq-4/0?user_id=6,1851-06-25T00:00:00Z,14220_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14221,0,sn84024718,"Staunton spectator (Staunton, Va.)",1851,5,14,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14221/vi_kernals_ver02/sn84024718,https://articleextractor.org/pages/14221/vi_kernals_ver02/sn84024718/1851/5/14/ed-1/seq-2/0?user_id=6,1851-05-14T00:00:00Z,14221_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14222,0,sn82014434,The republic (Washington [D.C...),1851,9,24,seq-3,ed-1,1,District of Columbia,https://articleextractor.org/pages/14222/dlc_dragon_ver01/sn82014434,https://articleextractor.org/pages/14222/dlc_dragon_ver01/sn82014434/1851/9/24/ed-1/seq-3/0?user_id=6,1851-09-24T00:00:00Z,14222_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,0,sn84024738,The daily dispatch (Richmond [Va.]),1856,11,13,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14223/vi_manowar_ver01/sn84024738,https://articleextractor.org/pages/14223/vi_manowar_ver01/sn84024738/1856/11/13/ed-1/seq-2/0?user_id=6,1856-11-13T00:00:00Z,14223_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14224,0,sn84028820,"Holmes County Republican (Millersburg, Ho...)",1857,7,16,seq-2,ed-1,1,Ohio,https://articleextractor.org/pages/14224/ohi_edgar_ver01/sn84028820,https://articleextractor.org/pages/14224/ohi_edgar_ver01/sn84028820/1857/7/16/ed-1/seq-2/0?user_id=6,1857-07-16T00:00:00Z,14224_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14225,0,sn84045030,"Weekly North Carolina standard (Raleigh, N.C.)",1857,6,17,seq-4,ed-1,1,North Carolina,https://articleextractor.org/pages/14225/ncu_alligator_ver01/sn84045030,https://articleextractor.org/pages/14225/ncu_alligator_ver01/sn84045030/1857/6/17/ed-1/seq-4/0?user_id=6,1857-06-17T00:00:00Z,14225_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14226,0,sn83045462,"Evening star (Washington, D.C...)",1861,1,17,seq-2,ed-1,1,District of Columbia,https://articleextractor.org/pages/14226/dlc_leonberger_ver03/sn83045462,https://articleextractor.org/pages/14226/dlc_leonberger_ver03/sn83045462/1861/1/17/ed-1/seq-2/0?user_id=6,1861-01-17T00:00:00Z,14226_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14655,0,sn85040308,"Kenosha tribune & telegraph (Kenosha, Wis.)",1857,7,30,seq-2,ed-1,1,Wisconsin,https://articleextractor.org/pages/14655/whi_dynamite_ver01/sn85040308,https://articleextractor.org/pages/14655/whi_dynamite_ver01/sn85040308/1857/7/30/ed-1/seq-2/0?user_id=6,1857-07-30T00:00:00Z,14655_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14780,0,sn88077413,The daily press. (Cincinnati [Ohi...),1859,3,3,seq-4,ed-1,1,Ohio,https://articleextractor.org/pages/14780/ohi_guildenstern_ver01/sn88077413,https://articleextractor.org/pages/14780/ohi_guildenstern_ver01/sn88077413/1859/3/3/ed-1/seq-4/0?user_id=6,1859-03-03T00:00:00Z,14780_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,0,sn82015753,"New Orleans daily crescent ([New Orleans, L...)",1858,9,24,seq-1,ed-1,1,Louisiana,https://articleextractor.org/pages/14783/lu_qualchan_ver01/sn82015753,https://articleextractor.org/pages/14783/lu_qualchan_ver01/sn82015753/1858/9/24/ed-1/seq-1/0?user_id=6,1858-09-24T00:00:00Z,14783_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14784,0,sn82015753,"New Orleans daily crescent ([New Orleans, L...)",1858,12,21,seq-3,ed-1,1,Louisiana,https://articleextractor.org/pages/14784/lu_qualchan_ver01/sn82015753,https://articleextractor.org/pages/14784/lu_qualchan_ver01/sn82015753/1858/12/21/ed-1/seq-3/0?user_id=6,1858-12-21T00:00:00Z,14784_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14787,0,sn84020401,"Delaware weekly Republican (Wilmington, Del...)",1857,6,18,seq-3,ed-1,1,Delaware,https://articleextractor.org/pages/14787/deu_kedavra_ver01/sn84020401,https://articleextractor.org/pages/14787/deu_kedavra_ver01/sn84020401/1857/6/18/ed-1/seq-3/0?user_id=6,1857-06-18T00:00:00Z,14787_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14788,0,sn82014134,"Daily Iowa State Democrat (Davenport, Iowa)",1857,5,18,seq-2,ed-1,1,Iowa,https://articleextractor.org/pages/14788/iahi_gastly_ver01/sn82014134,https://articleextractor.org/pages/14788/iahi_gastly_ver01/sn82014134/1857/5/18/ed-1/seq-2/0?user_id=6,1857-05-18T00:00:00Z,14788_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14789,0,sn84027237,The north Iowa times (M'Gregor [i.e. ...),1857,4,24,seq-2,ed-1,1,Iowa,https://articleextractor.org/pages/14789/iahi_charizard_ver01/sn84027237,https://articleextractor.org/pages/14789/iahi_charizard_ver01/sn84027237/1857/4/24/ed-1/seq-2/0?user_id=6,1857-04-24T00:00:00Z,14789_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14790,0,sn84027253,"Muscatine weekly journal (Muscatine, Iowa)",1857,9,26,seq-2,ed-1,1,Iowa,https://articleextractor.org/pages/14790/iahi_bellsprout_ver01/sn84027253,https://articleextractor.org/pages/14790/iahi_bellsprout_ver01/sn84027253/1857/9/26/ed-1/seq-2/0?user_id=6,1857-09-26T00:00:00Z,14790_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
