"","word1","word2","n","decade"
"231","21","official",1,"pre1900"
"232","21","west",1,"pre1900"
"233","220","washington",1,"pre1900"
"234","23","president",1,"pre1900"
"235","23rd","street",1,"pre1900"
"236","24","1892",1,"pre1900"
"237","24","3m",1,"pre1900"
"238","25","a.m",1,"pre1900"
"239","25","practices",1,"pre1900"
"240","25","tickets",1,"pre1900"
"241","25,000","grand",1,"pre1900"
"242","25c","5oc",1,"pre1900"
"243","26","cardinal",1,"pre1900"
"244","26","george",1,"pre1900"
"245","26","harry",1,"pre1900"
"246","261","263",1,"pre1900"
"247","2nd","st",1,"pre1900"
"248","2nd","thursday",1,"pre1900"
"249","3","1873",1,"pre1900"
"250","3","30",1,"pre1900"
"251","3","bottles",1,"pre1900"
"252","30","citizens",1,"pre1900"
"253","300","foerving",1,"pre1900"
"254","31st","1895",1,"pre1900"
"255","31st","doc",1,"pre1900"
"256","361","brondway",1,"pre1900"
"257","3rd","mon",1,"pre1900"
"258","3rd","monday",1,"pre1900"
"259","3solomon","marable",1,"pre1900"
"260","4","00",1,"pre1900"
"261","422","east",1,"pre1900"
"262","47th","street",1,"pre1900"
"263","4mary","abernathy",1,"pre1900"
"264","4th","day",1,"pre1900"
"265","4th","friday",1,"pre1900"
"266","4th","sunday",1,"pre1900"
"267","4th","wednesday",1,"pre1900"
"268","5","1",1,"pre1900"
"269","5","30",1,"pre1900"
"270","5","cents",1,"pre1900"
"271","5","families",1,"pre1900"
"272","5","thomas",1,"pre1900"
"273","5","willie",1,"pre1900"
"274","5,000","bail",1,"pre1900"
"275","50","000,000",1,"pre1900"
"276","56","cent",1,"pre1900"
"277","5mary","abernathy",1,"pre1900"
"278","6","1875",1,"pre1900"
"279","6","20",1,"pre1900"
"280","6","30",1,"pre1900"
"281","6","40",1,"pre1900"
"282","6","53",1,"pre1900"
"283","6","94",1,"pre1900"
"284","60","enthusiastic",1,"pre1900"
"285","6000","majority",1,"pre1900"
"286","610","queen",1,"pre1900"
"287","66","broadway",1,"pre1900"
"288","6mary","barnes",1,"pre1900"
"289","7","24",1,"pre1900"
"290","7","o'clock",1,"pre1900"
"291","70","tons",1,"pre1900"
"292","728","n.secondst",1,"pre1900"
"293","74","3rd",1,"pre1900"
"294","75","2nd",1,"pre1900"
"295","7th","1895",1,"pre1900"
"296","7th","telephone",1,"pre1900"
"297","8","30",1,"pre1900"
"298","8","40",1,"pre1900"
"299","8","sharp",1,"pre1900"
"300","8th","ave",1,"pre1900"
"301","8th","st",1,"pre1900"
"302","8the","jail",1,"pre1900"
"303","9","30",1,"pre1900"
"304","9.19","3mos",1,"pre1900"
"305","9the","courthouse",1,"pre1900"
"306","a.g.mckay","pri",1,"pre1900"
"307","a.m","daily",1,"pre1900"
"308","aa","janitor",1,"pre1900"
"309","aaron","marz",1,"pre1900"
"310","abandoned","character",1,"pre1900"
"311","abel","ludenberg",1,"pre1900"
"312","abel","sylvin",1,"pre1900"
"313","abernathy","babe",1,"pre1900"
"314","abiding","people",1,"pre1900"
"315","abled","bodied",1,"pre1900"
"316","ablest","educators",1,"pre1900"
"317","abroad","unchecked",1,"pre1900"
"318","absence","john",1,"pre1900"
"319","absolute","contempt",1,"pre1900"
"320","absolute","rule",1,"pre1900"
"321","absolute","securi",1,"pre1900"
"322","accompanied","money",1,"pre1900"
"323","accompany","resolutions",1,"pre1900"
"324","account","leapheart",1,"pre1900"
"325","accused","awaiting",1,"pre1900"
"326","accusers","brought",1,"pre1900"
"327","acts","committed",1,"pre1900"
"328","ad","3rd",1,"pre1900"
"329","ad","eame",1,"pre1900"
"330","additional","line",1,"pre1900"
"331","address","delivered",1,"pre1900"
"332","address","label",1,"pre1900"
"333","adequate","punishment",1,"pre1900"
"334","adjacent","timber",1,"pre1900"
"335","adjoining","county",1,"pre1900"
"336","adjudged","guilty",1,"pre1900"
"337","adkins","anticipates",1,"pre1900"
"338","administered","church",1,"pre1900"
"339","administering","justice",1,"pre1900"
"340","admission","50",1,"pre1900"
"341","admit","interfere",1,"pre1900"
"342","adrian","de",1,"pre1900"
"343","advertising","rates",1,"pre1900"
"344","advised","resistance",1,"pre1900"
"345","affable","gentleman",1,"pre1900"
"346","africa","strictly",1,"pre1900"
"347","afroamericans","george",1,"pre1900"
"348","afroamericans","lent",1,"pre1900"
"349","afroamericans","recently",1,"pre1900"
"350","afrocolored","shriners",1,"pre1900"
"351","afternoon","married",1,"pre1900"
"352","afterward","beaten",1,"pre1900"
"353","afterward","carried",1,"pre1900"
"354","agate","line",1,"pre1900"
"355","agate","lines",1,"pre1900"
"356","age","white",1,"pre1900"
"357","aged","96",1,"pre1900"
"358","agency","417",1,"pre1900"
"359","aggrieved","class",1,"pre1900"
"360","ago","breen",1,"pre1900"
"361","ago","suspend",1,"pre1900"
"362","ago","withered",1,"pre1900"
"363","agricultural","populations",1,"pre1900"
"364","agricultural","production",1,"pre1900"
"365","agustine's","benevo",1,"pre1900"
"366","aid","insurance",1,"pre1900"
"367","al","officers",1,"pre1900"
"368","al","weisinger",1,"pre1900"
"369","ala","sept",1,"pre1900"
"370","alabama","conor's",1,"pre1900"
"371","alabama","election",1,"pre1900"
"372","alabama","negro",1,"pre1900"
"373","alabama","steel",1,"pre1900"
"374","alaska","oct",1,"pre1900"
"375","alaska","received",1,"pre1900"
"376","albany","john",1,"pre1900"
"377","alds","dr",1,"pre1900"
"378","ale","federate",1,"pre1900"
"379","alex","white",1,"pre1900"
"380","alexandria","va",1,"pre1900"
"381","alleged","incendiaries",1,"pre1900"
"382","alleged","offender",1,"pre1900"
"383","allen","18",1,"pre1900"
"384","allen","maintain",1,"pre1900"
"385","allen","thompson",1,"pre1900"
"386","allen","west",1,"pre1900"
"387","allowed","boston",1,"pre1900"
"388","allowed","expected",1,"pre1900"
"389","allowed","time",1,"pre1900"
"390","allowed","topic",1,"pre1900"
"391","alluring","advertisements",1,"pre1900"
"392","ally","pledging",1,"pre1900"
"393","altar","consecrated",1,"pre1900"
"394","altered","times",1,"pre1900"
"395","amass","wealth",1,"pre1900"
"396","amazing","utterances",1,"pre1900"
"397","ambitious","youth",1,"pre1900"
"398","american","citizens",1,"pre1900"
"399","american","citizenship",1,"pre1900"
"400","american","civiliza",1,"pre1900"
"401","american","girl",1,"pre1900"
"402","american","government",1,"pre1900"
"403","american","rapist",1,"pre1900"
"404","american","review",1,"pre1900"
"405","american","soil",1,"pre1900"
"406","american","union",1,"pre1900"
"407","american","workers",1,"pre1900"
"408","americans","attend",1,"pre1900"
"409","amount","required",1,"pre1900"
"410","amounts","named",1,"pre1900"
"411","ample","justice",1,"pre1900"
"412","anarchy","pref",1,"pre1900"
"413","anger","led",1,"pre1900"
"414","angle","saxon",1,"pre1900"
"415","anglo","saxon",1,"pre1900"
"416","angrily","seizing",1,"pre1900"
"417","angry","mob",1,"pre1900"
"418","annie","300",1,"pre1900"
"419","annual","rate",1,"pre1900"
"420","answer","suited",1,"pre1900"
"421","antartic","expeditior",1,"pre1900"
"422","anted","weekly100",1,"pre1900"
"423","anti","slavery",1,"pre1900"
"424","anticipates","leaving",1,"pre1900"
"425","anxious","seats",1,"pre1900"
"426","apparently","dying",1,"pre1900"
"427","appeal","illust",1,"pre1900"
"428","application","sketches",1,"pre1900"
"429","apprehend","negro",1,"pre1900"
"430","apprehended","arrested",1,"pre1900"
"431","april","1",1,"pre1900"
"432","april","10th",1,"pre1900"
"433","april","18",1,"pre1900"
"434","april","1892",1,"pre1900"
"435","april","1894",1,"pre1900"
"436","april","18th",1,"pre1900"
"437","april","25",1,"pre1900"
"438","april","dol",1,"pre1900"
"439","april","showers",1,"pre1900"
"440","ar","ruined",1,"pre1900"
"441","arbitrary","power",1,"pre1900"
"442","arbusinessmeetings","1st",1,"pre1900"
"443","ardson","held",1,"pre1900"
"444","aria","lodge",1,"pre1900"
"445","ark","arrived",1,"pre1900"
"446","ark","haynes",1,"pre1900"
"447","arkadelphia","ark",1,"pre1900"
"448","arkansas","convened",1,"pre1900"
"449","arm","cut",1,"pre1900"
"450","arm","ing",1,"pre1900"
"451","armed","posse",1,"pre1900"
"452","army","en",1,"pre1900"
"453","army","reaching",1,"pre1900"
"454","arraigns","condemns",1,"pre1900"
"455","arrest","invited",1,"pre1900"
"456","arrest","therefor",1,"pre1900"
"457","arrested","bail",1,"pre1900"
"458","arrested","charged",1,"pre1900"
"459","arrested","recently",1,"pre1900"
"460","arrive","byrdstreet",1,"pre1900"
"461","arrives","byrdstreet",1,"pre1900"
"462","arthur","jackson",1,"pre1900"
"463","artistic","tailor",1,"pre1900"
"464","ascended","twenty",1,"pre1900"
"465","ascending","el",1,"pre1900"
"466","ase","ed",1,"pre1900"
"467","ashland","doswell",1,"pre1900"
"468","ashland","puil",1,"pre1900"
"469","ashland","srains",1,"pre1900"
"470","asleep","forcing",1,"pre1900"
"471","assault","mary",1,"pre1900"
"472","association","meets",1,"pre1900"
"473","asylum","week",1,"pre1900"
"474","atchison","denied",1,"pre1900"
"475","atteding","physician",1,"pre1900"
"476","attempted","rape",1,"pre1900"
"477","attempted","tion",1,"pre1900"
"478","attended","evening",1,"pre1900"
"479","attention","christian",1,"pre1900"
"480","attention","tower",1,"pre1900"
"481","attorneys","garman",1,"pre1900"
"482","attucks","guard",1,"pre1900"
"483","aug","26",1,"pre1900"
"484","august","occasion",1,"pre1900"
"485","authorized","capital",1,"pre1900"
"486","ave","lynchburg",1,"pre1900"
"487","avery","george",1,"pre1900"
"488","avondale","administered",1,"pre1900"
"489","avoyelles","parish",1,"pre1900"
"490","awaiting","trial",1,"pre1900"
"491","awful","condition",1,"pre1900"
"492","ba","ashland",1,"pre1900"
"493","badly","injured",1,"pre1900"
"494","balanced","mob",1,"pre1900"
"495","ball","entered",1,"pre1900"
"496","ballot","box",1,"pre1900"
"497","ballot","chief",1,"pre1900"
"498","ballots","ahead",1,"pre1900"
"499","baltimore","sept",1,"pre1900"
"500","banded","mur",1,"pre1900"
"501","bank","robber",1,"pre1900"
"502","banking","company",1,"pre1900"
"503","banner","city",1,"pre1900"
"504","bapt","churchcollege",1,"pre1900"
"505","bar","fine",1,"pre1900"
"506","barber","white",1,"pre1900"
"507","bargaining","truckling",1,"pre1900"
"508","barn","burning",1,"pre1900"
"509","barnes","release",1,"pre1900"
"510","barnesat","farmville",1,"pre1900"
"511","barns","filled",1,"pre1900"
"512","barous","mode",1,"pre1900"
"513","bashful","venue",1,"pre1900"
"514","battlefield","neosho",1,"pre1900"
"515","bayonne","coaches",1,"pre1900"
"516","bearings","baptist",1,"pre1900"
"517","beat","wound",1,"pre1900"
"518","bee","15",1,"pre1900"
"519","beg","leave",1,"pre1900"
"520","begged","god",1,"pre1900"
"521","begged","piteously",1,"pre1900"
"522","behooves","nations",1,"pre1900"
"523","belle","reed",1,"pre1900"
"524","bells","door",1,"pre1900"
"525","belmont","ghting",1,"pre1900"
"526","ben","pierce",1,"pre1900"
"527","bennie","taylor",1,"pre1900"
"528","benson","humphreys",1,"pre1900"
"529","bethany","fountain",1,"pre1900"
"530","bethel","church",1,"pre1900"
"531","betting","headquarters",1,"pre1900"
"532","beverly","steet",1,"pre1900"
"533","bibb","county",1,"pre1900"
"534","bill","armor",1,"pre1900"
"535","bills","including",1,"pre1900"
"536","bingle","copy",1,"pre1900"
"537","birds","lit",1,"pre1900"
"538","birg","short",1,"pre1900"
"539","birmingham","ala",1,"pre1900"
"540","birmingham","rolling",1,"pre1900"
"541","bis","neck",1,"pre1900"
"542","bishop","fitzgerald",1,"pre1900"
"543","bishop","haygood's",1,"pre1900"
"544","bitterest","enemies",1,"pre1900"
"545","bitterly","denouncing",1,"pre1900"
"546","black","image",1,"pre1900"
"547","black","people",1,"pre1900"
"548","black","sea",1,"pre1900"
"549","black","skin",1,"pre1900"
"550","black","vet",1,"pre1900"
"551","black","women",1,"pre1900"
"552","blacks","captured",1,"pre1900"
"553","blameworthy","foolhardiness",1,"pre1900"
"554","blasting","charge",1,"pre1900"
"555","ble","injustice",1,"pre1900"
"556","ble","intelligence",1,"pre1900"
"557","blindly","boldly",1,"pre1900"
"558","blood","chilling",1,"pre1900"
"559","bloody","fight",1,"pre1900"
"560","blue","birds",1,"pre1900"
"561","blues","read",1,"pre1900"
"562","boats","hastily",1,"pre1900"
"563","bob","brooks",1,"pre1900"
"564","bob","lewis",1,"pre1900"
"565","bodied","unmarried",1,"pre1900"
"566","body","thrown",1,"pre1900"
"567","boils","tumors",1,"pre1900"
"568","boller","shops",1,"pre1900"
"569","bos","mccabe",1,"pre1900"
"570","boston","courant",1,"pre1900"
"571","bottle","price",1,"pre1900"
"572","bottle","sold",1,"pre1900"
"573","boulevard","stark",1,"pre1900"
"574","bowan","county",1,"pre1900"
"575","boynton","o'brien",1,"pre1900"
"576","boys","stairs",1,"pre1900"
"577","brasington","wis",1,"pre1900"
"578","brass","inlast",1,"pre1900"
"579","brd","sunday",1,"pre1900"
"580","breed","crime",1,"pre1900"
"581","bride","begged",1,"pre1900"
"582","bright","moves",1,"pre1900"
"583","bring","forward",1,"pre1900"
"584","british","emancipation",1,"pre1900"
"585","bro","brothers",1,"pre1900"
"586","broad","issue",1,"pre1900"
"587","broad","street",1,"pre1900"
"588","broadway","8th",1,"pre1900"
"589","brother's","wife",1,"pre1900"
"590","brought","dis",1,"pre1900"
"591","brownstown","ind",1,"pre1900"
"592","brutal","act",1,"pre1900"
"593","brutal","assault",1,"pre1900"
"594","brutal","instincts",1,"pre1900"
"595","brutally","murdered",1,"pre1900"
"596","buffalo","a.g.mckay",1,"pre1900"
"597","build","blue",1,"pre1900"
"598","building","edition",1,"pre1900"
"599","bull","entered",1,"pre1900"
"600","bullet","entering",1,"pre1900"
"601","burg","doswll",1,"pre1900"
"602","burly","white",1,"pre1900"
"603","burns","scalds",1,"pre1900"
"604","business","communica",1,"pre1900"
"605","business","conducted",1,"pre1900"
"606","business","godey's",1,"pre1900"
"607","business","international",1,"pre1900"
"608","buzzards","vultures",1,"pre1900"
"609","byrd","508",1,"pre1900"
"610","byrd","president",1,"pre1900"
"611","bystander's","notes",1,"pre1900"
"612","c.a","taylor",1,"pre1900"
"613","cabinet","grand",1,"pre1900"
"614","cal","atlanta",1,"pre1900"
"615","called","clofton",1,"pre1900"
"616","called","duck",1,"pre1900"
"617","called","enlightened",1,"pre1900"
"618","called","honorable",1,"pre1900"
"619","called","regulators",1,"pre1900"
"620","campaign","committee",1,"pre1900"
"621","campaign","mayor",1,"pre1900"
"622","canaday","135",1,"pre1900"
"623","cane","spring",1,"pre1900"
"624","cannary","birds",1,"pre1900"
"625","cannibal","community",1,"pre1900"
"626","canovas","del",1,"pre1900"
"627","canton","miss",1,"pre1900"
"628","capita","spent",1,"pre1900"
"629","capital","firmly",1,"pre1900"
"630","capital","means",1,"pre1900"
"631","capital","stock",1,"pre1900"
"632","captain","wise",1,"pre1900"
"633","captors","confused",1,"pre1900"
"634","cardinal","rampolli",1,"pre1900"
"635","carry","arkansas",1,"pre1900"
"636","carrying","50",1,"pre1900"
"637","cars","helped",1,"pre1900"
"638","cash","postage",1,"pre1900"
"639","cashas","chiefly",1,"pre1900"
"640","cast","utterly",1,"pre1900"
"641","catholic","university",1,"pre1900"
"642","cattle","feeders",1,"pre1900"
"643","caused","11,947",1,"pre1900"
"644","caused","toucey",1,"pre1900"
"645","caveats","trade",1,"pre1900"
"646","celebrated","lunentheir",1,"pre1900"
"647","cent","alabama",1,"pre1900"
"648","cent","rate",1,"pre1900"
"649","cent","stamps",1,"pre1900"
"650","central","hall",1,"pre1900"
"651","central","railroad",1,"pre1900"
"652","cents","children",1,"pre1900"
"653","cents","left",1,"pre1900"
"654","centuries","ago",1,"pre1900"
"655","ceremony","invitations",1,"pre1900"
"656","cerned","white",1,"pre1900"
"657","chamberlain","bishop",1,"pre1900"
"658","chambers","county",1,"pre1900"
"659","change","brought",1,"pre1900"
"660","chant","wong",1,"pre1900"
"661","chapel","concert",1,"pre1900"
"662","chapel","monday",1,"pre1900"
"663","chapped","hands",1,"pre1900"
"664","charge","implies",1,"pre1900"
"665","charge","lodged",1,"pre1900"
"666","charge","trumped",1,"pre1900"
"667","charge","unthought",1,"pre1900"
"668","charity","2nd",1,"pre1900"
"669","charles","gussrott",1,"pre1900"
"670","charles","stevens",1,"pre1900"
"671","charles","williams",1,"pre1900"
"672","charleston","news",1,"pre1900"
"673","chas","pfisler",1,"pre1900"
"674","chastine","bro",1,"pre1900"
"675","chatham","va",1,"pre1900"
"676","chattanooga","sept",1,"pre1900"
"677","chattanooga","tenn",1,"pre1900"
"678","chattel","estimated",1,"pre1900"
"679","cheerfully","forward",1,"pre1900"
"680","chester","neb",1,"pre1900"
"681","chicago","election",1,"pre1900"
"682","chicago","ill",1,"pre1900"
"683","chicago","inter",1,"pre1900"
"684","chief","executive",1,"pre1900"
"685","chief","justice",1,"pre1900"
"686","chief","witness",1,"pre1900"
"687","chiefly","contributed",1,"pre1900"
"688","chil","tians",1,"pre1900"
"689","children","25",1,"pre1900"
"690","chilkoot","pass",1,"pre1900"
"691","chilling","horrors",1,"pre1900"
"692","chin","lee",1,"pre1900"
"693","chin","quong",1,"pre1900"
"694","china","fong",1,"pre1900"
"695","chinaman","unidentified",1,"pre1900"
"696","choir","practice",1,"pre1900"
"697","choose","con",1,"pre1900"
"698","choose","representing",1,"pre1900"
"699","chosen","president",1,"pre1900"
"700","chris","mob",1,"pre1900"
"701","christian","country",1,"pre1900"
"702","christian","defense",1,"pre1900"
"703","christian","temperance",1,"pre1900"
"704","christian","wisdom",1,"pre1900"
"705","church","appearance",1,"pre1900"
"706","church","charged",1,"pre1900"
"707","church","jenifer",1,"pre1900"
"708","church","lyceum",1,"pre1900"
"709","church","rev's",1,"pre1900"
"710","church","south",1,"pre1900"
"711","church","sun",1,"pre1900"
"712","church","ten",1,"pre1900"
"713","church","wilkins",1,"pre1900"
"714","churchcollege","14th",1,"pre1900"
"715","circuit","court",1,"pre1900"
"716","circult","court",1,"pre1900"
"717","cities","wages",1,"pre1900"
"718","citizens","rights",1,"pre1900"
"719","citizens","tells",1,"pre1900"
"720","citizenship","imposes",1,"pre1900"
"721","citizenship","north",1,"pre1900"
"722","city","authorities",1,"pre1900"
"723","city","conven",1,"pre1900"
"724","city","saturday",1,"pre1900"
"725","city","tenn",1,"pre1900"
"726","city","wall",1,"pre1900"
"727","city","wednesday",1,"pre1900"
"728","civil","authority",1,"pre1900"
"729","civil","justice",1,"pre1900"
"730","civilized","nation",1,"pre1900"
"731","claim","social",1,"pre1900"
"732","clark","ont",1,"pre1900"
"733","clarksville","ice",1,"pre1900"
"734","clarksville","tenn",1,"pre1900"
"735","class","smarting",1,"pre1900"
"736","class","style",1,"pre1900"
"737","classed","abolition",1,"pre1900"
"738","claude","henry",1,"pre1900"
"739","clay","county",1,"pre1900"
"740","cleveland","18",1,"pre1900"
"741","cleveland","gazette",1,"pre1900"
"742","cleveland","lorain",1,"pre1900"
"743","cleveland","putinbay",1,"pre1900"
"744","clever","witty",1,"pre1900"
"745","climate","white",1,"pre1900"
"746","clofton","summit",1,"pre1900"
"747","closed","friday",1,"pre1900"
"748","cluded","negro",1,"pre1900"
"749","cn","ment",1,"pre1900"
"750","coal","mines",1,"pre1900"
"751","coke","engine",1,"pre1900"
"752","cold","blood",1,"pre1900"
"753","cold","water",1,"pre1900"
"754","collect","hundreds",1,"pre1900"
"755","color","line",1,"pre1900"
"756","colored","baptist",1,"pre1900"
"757","colored","bishop",1,"pre1900"
