"","file_id2","newspaper_name","date","year","month","day","page","edition","mod_id","url","newspaper_state","filename","filepath","file_id","article_id","sn","Collection"
"11","8669_4","The Washington bee (Washington, D.C...)",1892-07-09,1892,7,9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","District of Columbia","8669_4.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8669_4.txt",8669,4,"sn84025891","LOC"
"12","8669_5","The Washington bee (Washington, D.C...)",1892-07-09,1892,7,9,"seq-2","ed-1",1,"https://articleextractor.org/pages/8669/dlc_harry_ver01/sn84025891/7/9/ed-1/seq-2/1","District of Columbia","8669_5.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8669_5.txt",8669,5,"sn84025891","LOC"
"13","8683_0","Iowa state bystander (Des Moines, Iow...)",1894-10-26,1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","Iowa","8683_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8683_0.txt",8683,0,"sn83025186","LOC"
"14","8683_1","Iowa state bystander (Des Moines, Iow...)",1894-10-26,1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","Iowa","8683_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8683_1.txt",8683,1,"sn83025186","LOC"
"15","8683_2","Iowa state bystander (Des Moines, Iow...)",1894-10-26,1894,10,26,"seq-1","ed-1",1,"https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/10/26/ed-1/seq-1/1","Iowa","8683_2.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8683_2.txt",8683,2,"sn83025186","LOC"
"16","8717_0","Huntsville gazette (Huntsville, Ala...)",1887-03-12,1887,3,12,"seq-1","ed-1",1,"https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/3/12/ed-1/seq-1/1","Alabama","8717_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8717_0.txt",8717,0,"sn84020151","LOC"
"17","8717_1","Huntsville gazette (Huntsville, Ala...)",1887-03-12,1887,3,12,"seq-1","ed-1",1,"https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/3/12/ed-1/seq-1/1","Alabama","8717_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8717_1.txt",8717,1,"sn84020151","LOC"
"18","8770_0","Iowa state bystander (Des Moines, Iow...)",1896-04-24,1896,4,24,"seq-1","ed-1",1,"https://articleextractor.org/pages/8770/iahi_ames_ver01/sn83025186/4/24/ed-1/seq-1/1","Iowa","8770_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8770_0.txt",8770,0,"sn83025186","LOC"
"19","8852_0","Iowa state bystander (Des Moines, Iow...)",1898-11-11,1898,11,11,"seq-4","ed-1",1,"https://articleextractor.org/pages/8852/iahi_ames_ver01/sn83025186/11/11/ed-1/seq-4/1","Iowa","8852_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8852_0.txt",8852,0,"sn83025186","LOC"
"20","8852_1","Iowa state bystander (Des Moines, Iow...)",1898-11-11,1898,11,11,"seq-4","ed-1",1,"https://articleextractor.org/pages/8852/iahi_ames_ver01/sn83025186/11/11/ed-1/seq-4/1","Iowa","8852_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8852_1.txt",8852,1,"sn83025186","LOC"
"21","8920_0","The broad ax (Salt Lake City,...)",1904-04-16,1904,4,16,"seq-1","ed-1",1,"https://articleextractor.org/pages/8920/iune_charlie_ver01/sn84024055/4/16/ed-1/seq-1/1","Illinois","8920_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8920_0.txt",8920,0,"sn84024055","LOC"
"22","8920_0","The broad ax (Salt Lake City,...)",1904-04-16,1904,4,16,"seq-1","ed-1",1,"https://articleextractor.org/pages/8920/iune_charlie_ver01/sn84024055/4/16/ed-1/seq-1/1","Illinois","8920_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8920_0.txt",8920,0,"sn84024055","LOC"
"23","8953_0","Phoenix tribune (Phoenix, Ariz.)",1918-08-17,1918,8,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/8953/az_campfiregoneout_ver03/sn96060881/8/17/ed-1/seq-1/1","Arizona","8953_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8953_0.txt",8953,0,"sn96060881","LOC"
"24","9565_0","The Colorado statesman (Denver, Colo.)",1909-09-25,1909,9,25,"seq-1","ed-1",1,"https://articleextractor.org/pages/9565/cohi_hamilton_ver01/sn83025514/9/25/ed-1/seq-1/1","Colorado","9565_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9565_0.txt",9565,0,"sn83025514","LOC"
"25","9572_0","The Muskogee cimeter (Muskogee, India...)",1907-12-13,1907,12,13,"seq-2","ed-1",1,"https://articleextractor.org/pages/9572/okhi_beaver_ver01/sn83025060/12/13/ed-1/seq-2/1","Oklahoma","9572_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9572_0.txt",9572,0,"sn83025060","LOC"
"26","9588_0","Richmond planet (Richmond, Va.)",1920-01-03,1920,1,3,"seq-10","ed-1",1,"https://articleextractor.org/pages/9588/vi_lauren_ver02/sn84025841/1/3/ed-1/seq-10/1","Virginia","9588_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9588_0.txt",9588,0,"sn84025841","LOC"
"27","9593_0",NA,1946-11-16,1946,11,16,"seq-16","ed-1",1,"https://articleextractor.org/pages/9593/mimtptc_albion_ver01/sn92063852/11/16/ed-1/seq-16/1","Michigan","9593_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9593_0.txt",9593,0,"sn92063852","LOC"
"28","9719_0","The Northwest enterprise (Seattle, Wash.)",1932-02-04,1932,2,4,"seq-1","ed-1",2,"https://articleextractor.org/pages/9719/wa_canvasback_ver02/sn87093377/2/4/ed-1/seq-1/2","Washington","9719_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9719_0.txt",9719,0,"sn87093377","LOC"
"29","9733_0","Minneapolis spokesman (Minneapolis, Mi...)",1943-05-14,1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/5/14/ed-1/seq-2/2","Minnesota","9733_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9733_0.txt",9733,0,"sn83025247","LOC"
"30","9733_1","Minneapolis spokesman (Minneapolis, Mi...)",1943-05-14,1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/5/14/ed-1/seq-2/2","Minnesota","9733_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9733_1.txt",9733,1,"sn83025247","LOC"
"31","9733_2","Minneapolis spokesman (Minneapolis, Mi...)",1943-05-14,1943,5,14,"seq-2","ed-1",2,"https://articleextractor.org/pages/9733/mnhi_croquet_ver01/sn83025247/5/14/ed-1/seq-2/2","Minnesota","9733_2.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9733_2.txt",9733,2,"sn83025247","LOC"
"32","9815_0","The Colorado statesman (Denver, Colo.)",1911-10-21,1911,10,21,"seq-4","ed-1",1,"https://articleextractor.org/pages/9815/cohi_hamilton_ver01/sn83025514/10/21/ed-1/seq-4/1","Colorado","9815_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9815_0.txt",9815,0,"sn83025514","LOC"
"33","9827_0",NA,1919-09-19,1919,9,19,"seq-1","ed-1",2,"https://articleextractor.org/pages/9827/iune_amethyst_ver01/sn89080007/9/19/ed-1/seq-1/2","Illinois","9827_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9827_0.txt",9827,0,"sn89080007","LOC"
"34","9831_0",NA,1948-12-11,1948,12,11,"seq-1","ed-1",1,"https://articleextractor.org/pages/9831/mimtptc_albion_ver01/sn92063852/12/11/ed-1/seq-1/1","Michigan","9831_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9831_0.txt",9831,0,"sn92063852","LOC"
"35","9833_0","The broad ax (Salt Lake City,...)",1919-05-17,1919,5,17,"seq-4","ed-1",1,"https://articleextractor.org/pages/9833/iune_charlie_ver01/sn84024055/5/17/ed-1/seq-4/1","Illinois","9833_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9833_0.txt",9833,0,"sn84024055","LOC"
"36","9833_0","The broad ax (Salt Lake City,...)",1919-05-17,1919,5,17,"seq-4","ed-1",1,"https://articleextractor.org/pages/9833/iune_charlie_ver01/sn84024055/5/17/ed-1/seq-4/1","Illinois","9833_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9833_0.txt",9833,0,"sn84024055","LOC"
"37","13792_0","Huntsville gazette (Huntsville, Ala...)",1882-04-08,1882,4,8,"seq-1","ed-1",1,"https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/4/8/ed-1/seq-1/1","Alabama","13792_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/13792_0.txt",13792,0,"sn84020151","LOC"
"38","13986_0","The Michigan chronicle (Detroit, Mich.)",1939-07-29,1939,7,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/13986/mimtptc_clare_ver03/sn83045324/7/29/ed-1/seq-2/1","Michigan","13986_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/13986_0.txt",13986,0,"sn83045324","LOC"
"39","14232_0","The Detroit tribune. (Detroit, Mich.)",1942-07-18,1942,7,18,"seq-1","ed-1",1,"https://articleextractor.org/pages/14232/mimtptc_albion_ver01/sn92063852/7/18/ed-1/seq-1/1","Michigan","14232_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14232_0.txt",14232,0,"sn92063852","LOC"
"40","14296_0","Franklin's paper the statesman. (Denver, Colo.)",1910-08-06,1910,8,6,"seq-3","ed-1",1,"https://articleextractor.org/pages/14296/cohi_abbeyville_ver01/sn91052311/8/6/ed-1/seq-3/1","Colorado","14296_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14296_0.txt",14296,0,"sn91052311","LOC"
"41","14299_0","The Colorado statesman (Denver, Colo.)",1908-06-13,1908,6,13,"seq-1","ed-1",1,"https://articleextractor.org/pages/14299/cohi_hamilton_ver01/sn83025514/6/13/ed-1/seq-1/1","Colorado","14299_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14299_0.txt",14299,0,"sn83025514","LOC"
"42","14300_0","The Colorado statesman (Denver, Colo.)",1915-01-23,1915,1,23,"seq-1","ed-1",1,"https://articleextractor.org/pages/14300/cohi_hamilton_ver01/sn83025514/1/23/ed-1/seq-1/1","Colorado","14300_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14300_0.txt",14300,0,"sn83025514","LOC"
"43","14301_0","The Colorado statesman (Denver, Colo.)",1908-09-19,1908,9,19,"seq-4","ed-1",1,"https://articleextractor.org/pages/14301/cohi_hamilton_ver01/sn83025514/9/19/ed-1/seq-4/1","Colorado","14301_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14301_0.txt",14301,0,"sn83025514","LOC"
"44","14301_1","The Colorado statesman (Denver, Colo.)",1908-09-19,1908,9,19,"seq-4","ed-1",1,"https://articleextractor.org/pages/14301/cohi_hamilton_ver01/sn83025514/9/19/ed-1/seq-4/1","Colorado","14301_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14301_1.txt",14301,1,"sn83025514","LOC"
"45","14405_0","Phoenix tribune (Phoenix, Ariz.)",1919-11-08,1919,11,8,"seq-1","ed-1",1,"https://articleextractor.org/pages/14405/az_campfiregoneout_ver03/sn96060881/11/8/ed-1/seq-1/1","Arizona","14405_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14405_0.txt",14405,0,"sn96060881","LOC"
"46","14406_0","Phoenix tribune (Phoenix, Ariz.)",1922-07-22,1922,7,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/14406/az_campfiregoneout_ver03/sn96060881/7/22/ed-1/seq-1/1","Arizona","14406_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14406_0.txt",14406,0,"sn96060881","LOC"
"47","14406_1","Phoenix tribune (Phoenix, Ariz.)",1922-07-22,1922,7,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/14406/az_campfiregoneout_ver03/sn96060881/7/22/ed-1/seq-1/1","Arizona","14406_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14406_1.txt",14406,1,"sn96060881","LOC"
"48","14424_0","The Colorado statesman (Denver, Colo.)",1924-05-03,1924,5,3,"seq-1","ed-1",1,"https://articleextractor.org/pages/14424/cohi_hamilton_ver01/sn83025514/5/3/ed-1/seq-1/1","Colorado","14424_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14424_0.txt",14424,0,"sn83025514","LOC"
"49","14482_0","The McDowell times (Keystone, W. Va...)",1913-11-21,1913,11,21,"seq-3","ed-1",1,"https://articleextractor.org/pages/14482/wvu_phaser_ver02/sn86092050/11/21/ed-1/seq-3/1","West Virginia","14482_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14482_0.txt",14482,0,"sn86092050","LOC"
"50","14485_0","The McDowell times (Keystone, W. Va...)",1917-10-05,1917,10,5,"seq-1","ed-1",2,"https://articleextractor.org/pages/14485/wvu_phaser_ver02/sn86092050/10/5/ed-1/seq-1/2","West Virginia","14485_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14485_0.txt",14485,0,"sn86092050","LOC"
"51","14486_0","The McDowell times (Keystone, W. Va...)",1916-02-11,1916,2,11,"seq-2","ed-1",2,"https://articleextractor.org/pages/14486/wvu_phaser_ver02/sn86092050/2/11/ed-1/seq-2/2","West Virginia","14486_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14486_0.txt",14486,0,"sn86092050","LOC"
"52","14502_0","The McDowell times (Keystone, W. Va...)",1939-03-10,1939,3,10,"seq-4","ed-1",1,"https://articleextractor.org/pages/14502/wvu_neely_ver01/sn86092050/3/10/ed-1/seq-4/1","West Virginia","14502_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14502_0.txt",14502,0,"sn86092050","LOC"
"53","14505_0","The advocate (Charleston, W. ...)",1908-07-02,1908,7,2,"seq-1","ed-1",1,"https://articleextractor.org/pages/14505/wvu_lincoln_ver01/sn85059812/7/2/ed-1/seq-1/1","West Virginia","14505_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14505_0.txt",14505,0,"sn85059812","LOC"
"54","14517_0","Pioneer press (Martinsburg, W....)",1912-11-30,1912,11,30,"seq-1","ed-1",1,"https://articleextractor.org/pages/14517/wvu_gorn_ver01/sn83025146/11/30/ed-1/seq-1/1","West Virginia","14517_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14517_0.txt",14517,0,"sn83025146","LOC"
"55","14623_0","The Wisconsin weekly blade (Madison, Wis.)",1919-03-29,1919,3,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/14623/whi_imp_ver01/sn84025842/3/29/ed-1/seq-2/1","Wisconsin","14623_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14623_0.txt",14623,0,"sn84025842","LOC"
"56","14623_1","The Wisconsin weekly blade (Madison, Wis.)",1919-03-29,1919,3,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/14623/whi_imp_ver01/sn84025842/3/29/ed-1/seq-2/1","Wisconsin","14623_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14623_1.txt",14623,1,"sn84025842","LOC"
"57","14736_0","The Seattle Republican (Seattle, Wash.)",1901-08-16,1901,8,16,"seq-1","ed-1",1,"https://articleextractor.org/pages/14736/wa_gilia_ver01/sn84025811/8/16/ed-1/seq-1/1","Washington","14736_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14736_0.txt",14736,0,"sn84025811","LOC"
"58","16917_0","Huntsville gazette (Huntsville, Ala...)",1882-08-19,1882,8,19,"seq-3","ed-1",1,"https://articleextractor.org/pages/16917/au_inman_ver01/sn84020151/8/19/ed-1/seq-3/1","Alabama","16917_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16917_0.txt",16917,0,"sn84020151","LOC"
"59","16949_0","The national era (Washington [D.C...)",1850-04-04,1850,4,4,"seq-2","ed-1",1,"https://articleextractor.org/pages/16949/dlc_elf_ver03/sn84026752/4/4/ed-1/seq-2/1","District of Columbia","16949_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16949_0.txt",16949,0,"sn84026752","LOC"
"60","17229_0","Jackson advocate (Jackson, Miss.)",1949-07-23,1949,7,23,"seq-5","ed-1",1,"https://articleextractor.org/pages/17229/msar_iron_ver01/sn79000083/7/23/ed-1/seq-5/1","Mississippi","17229_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17229_0.txt",17229,0,"sn79000083","LOC"
"61","17235_0","St. Paul recorder (St. Paul, Minn.)",1947-12-26,1947,12,26,"seq-4","ed-1",1,"https://articleextractor.org/pages/17235/mnhi_ekiden_ver02/sn83016804/12/26/ed-1/seq-4/1","Minnesota","17235_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17235_0.txt",17235,0,"sn83016804","LOC"
"62","17237_0","The Michigan chronicle (Detroit, Mich.)",1945-09-22,1945,9,22,"seq-6","ed-1",1,"https://articleextractor.org/pages/17237/mimtptc_clare_ver03/sn83045324/9/22/ed-1/seq-6/1","Michigan","17237_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17237_0.txt",17237,0,"sn83045324","LOC"
"63","17239_0","The Detroit tribune. (Detroit, Mich.)",1949-01-15,1949,1,15,"seq-4","ed-1",1,"https://articleextractor.org/pages/17239/mimtptc_albion_ver01/sn92063852/1/15/ed-1/seq-4/1","Michigan","17239_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17239_0.txt",17239,0,"sn92063852","LOC"
"64","17241_0","The Omaha guide (Omaha, Neb.)",1948-08-14,1948,8,14,"seq-4","ed-1",1,"https://articleextractor.org/pages/17241/nbu_fourtusker_ver01/sn93062828/8/14/ed-1/seq-4/1","Nebraska","17241_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17241_0.txt",17241,0,"sn93062828","LOC"
"65","17255_0","Minneapolis spokesman (Minneapolis, Mi...)",1946-08-02,1946,8,2,"seq-3","ed-1",1,"https://articleextractor.org/pages/17255/mnhi_croquet_ver01/sn83025247/8/2/ed-1/seq-3/1","Minnesota","17255_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17255_0.txt",17255,0,"sn83025247","LOC"
"66","17269_0","The Michigan chronicle (Detroit, Mich.)",1939-06-24,1939,6,24,"seq-13","ed-1",1,"https://articleextractor.org/pages/17269/mimtptc_clare_ver03/sn83045324/6/24/ed-1/seq-13/1","Michigan","17269_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17269_0.txt",17269,0,"sn83045324","LOC"
"67","17271_0","St. Paul recorder (St. Paul, Minn.)",1940-03-29,1940,3,29,"seq-2","ed-1",1,"https://articleextractor.org/pages/17271/mnhi_dodgeball_ver01/sn83016804/3/29/ed-1/seq-2/1","Minnesota","17271_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17271_0.txt",17271,0,"sn83016804","LOC"
"68","17272_0","St. Paul recorder (St. Paul, Minn.)",1940-08-16,1940,8,16,"seq-4","ed-1",1,"https://articleextractor.org/pages/17272/mnhi_dodgeball_ver01/sn83016804/8/16/ed-1/seq-4/1","Minnesota","17272_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17272_0.txt",17272,0,"sn83016804","LOC"
"69","17273_0","The Northwest enterprise (Seattle, Wash.)",1940-12-06,1940,12,6,"seq-3","ed-1",1,"https://articleextractor.org/pages/17273/wa_canvasback_ver02/sn87093377/12/6/ed-1/seq-3/1","Washington","17273_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17273_0.txt",17273,0,"sn87093377","LOC"
"70","17276_0","The Detroit tribune. (Detroit, Mich.)",1942-07-25,1942,7,25,"seq-16","ed-1",1,"https://articleextractor.org/pages/17276/mimtptc_albion_ver01/sn92063852/7/25/ed-1/seq-16/1","Michigan","17276_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17276_0.txt",17276,0,"sn92063852","LOC"
"71","17277_0","The Michigan chronicle (Detroit, Mich.)",1942-11-07,1942,11,7,"seq-6","ed-1",1,"https://articleextractor.org/pages/17277/mimtptc_clare_ver03/sn83045324/11/7/ed-1/seq-6/1","Michigan","17277_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17277_0.txt",17277,0,"sn83045324","LOC"
"72","17277_1","The Michigan chronicle (Detroit, Mich.)",1942-11-07,1942,11,7,"seq-6","ed-1",1,"https://articleextractor.org/pages/17277/mimtptc_clare_ver03/sn83045324/11/7/ed-1/seq-6/1","Michigan","17277_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17277_1.txt",17277,1,"sn83045324","LOC"
"73","17277_2","The Michigan chronicle (Detroit, Mich.)",1942-11-07,1942,11,7,"seq-6","ed-1",1,"https://articleextractor.org/pages/17277/mimtptc_clare_ver03/sn83045324/11/7/ed-1/seq-6/1","Michigan","17277_2.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17277_2.txt",17277,2,"sn83045324","LOC"
"74","17277_3","The Michigan chronicle (Detroit, Mich.)",1942-11-07,1942,11,7,"seq-6","ed-1",1,"https://articleextractor.org/pages/17277/mimtptc_clare_ver03/sn83045324/11/7/ed-1/seq-6/1","Michigan","17277_3.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17277_3.txt",17277,3,"sn83045324","LOC"
"75","17279_0","The Michigan chronicle (Detroit, Mich.)",1942-11-14,1942,11,14,"seq-6","ed-1",1,"https://articleextractor.org/pages/17279/mimtptc_clare_ver03/sn83045324/11/14/ed-1/seq-6/1","Michigan","17279_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17279_0.txt",17279,0,"sn83045324","LOC"
"76","17279_1","The Michigan chronicle (Detroit, Mich.)",1942-11-14,1942,11,14,"seq-6","ed-1",1,"https://articleextractor.org/pages/17279/mimtptc_clare_ver03/sn83045324/11/14/ed-1/seq-6/1","Michigan","17279_1.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17279_1.txt",17279,1,"sn83045324","LOC"
"77","17280_0","Minneapolis spokesman (Minneapolis, Mi...)",1942-12-25,1942,12,25,"seq-2","ed-1",1,"https://articleextractor.org/pages/17280/mnhi_croquet_ver01/sn83025247/12/25/ed-1/seq-2/1","Minnesota","17280_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17280_0.txt",17280,0,"sn83025247","LOC"
"78","17282_0","The Michigan chronicle (Detroit, Mich.)",1943-05-29,1943,5,29,"seq-6","ed-1",1,"https://articleextractor.org/pages/17282/mimtptc_clare_ver03/sn83045324/5/29/ed-1/seq-6/1","Michigan","17282_0.txt","~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17282_0.txt",17282,0,"sn83045324","LOC"
