"","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"11","8155_1","The Hope pioneer (Hope, N.D.)","North Dakota",1893-08-04,1893,8,4,"seq-2","ed-1",1,8462,8155,1,"sn87096037","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/0?user_id=6",NA,"8155_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","8155_2","The Hope pioneer (Hope, N.D.)","North Dakota",1893-08-04,1893,8,4,"seq-2","ed-1",1,8460,8155,2,"sn87096037","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/0?user_id=6",NA,"8155_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","8155_3","The Hope pioneer (Hope, N.D.)","North Dakota",1893-08-04,1893,8,4,"seq-2","ed-1",1,8461,8155,3,"sn87096037","https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/0?user_id=6",NA,"8155_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","8165_0","Martinsburg herald (Martinsburg, W....)","West Virginia",1891-04-04,1891,4,4,"seq-1","ed-1",1,13376,8165,0,"sn85059533","https://articleextractor.org/pages/8165/wvu_boros_ver02/sn85059533/1891/04/04/ed-1/seq-1/0?user_id=6",NA,"8165_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","8166_0","The Grenada sentinel (Grenada, Miss.)","Mississippi",1893-09-30,1893,9,30,"seq-2","ed-1",1,6980,8166,0,"sn85034375","https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375/1893/09/30/ed-1/seq-2/0?user_id=6",NA,"8166_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","8169_0","The evening world (New York, N.Y.)","New York",1891-04-28,1891,4,28,"seq-2","ed-2",1,9143,8169,0,"sn83030193","https://articleextractor.org/pages/8169/nn_isahakyan_ver01/sn83030193/1891/04/28/ed-2/seq-2/0?user_id=6",NA,"8169_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","8173_0",NA,"Nebraska",1891-10-10,1891,10,10,"seq-1","ed-1",1,7431,8173,0,"sn99021999","https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999/1891/10/10/ed-1/seq-1/0?user_id=6",NA,"8173_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","8176_0","Waterbury evening Democrat (Waterbury, Conn...)","Connecticut",1891-10-30,1891,10,30,"seq-1","ed-1",1,1490,8176,0,"sn94053256","https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256/1891/10/30/ed-1/seq-1/0?user_id=6",NA,"8176_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","8180_0","The Hope pioneer (Hope, N.D.)","North Dakota",1892-11-04,1892,11,4,"seq-2","ed-2",1,8457,8180,0,"sn87096037","https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037/1892/11/04/ed-2/seq-2/0?user_id=6",NA,"8180_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","8181_0","St. Paul daily globe (Saint Paul, Min...)","Minnesota",1891-10-04,1891,10,4,"seq-1","ed-1",1,5907,8181,0,"sn90059522","https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522/1891/10/04/ed-1/seq-1/0?user_id=6",NA,"8181_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","8183_0","The Grenada sentinel (Grenada, Miss.)","Mississippi",1889-09-21,1889,9,21,"seq-2","ed-1",1,6977,8183,0,"sn85034375","https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375/1889/09/21/ed-1/seq-2/0?user_id=6",NA,"8183_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","8186_0","The enterprise (Wellington, Ohi...)","Ohio",1893-09-27,1893,9,27,"seq-6","ed-1",1,9497,8186,0,"sn84028272","https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/1893/09/27/ed-1/seq-6/0?user_id=6",NA,"8186_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","8187_0","Arizona republican (Phoenix, Ariz.)","Arizona",1892-01-15,1892,1,15,"seq-5","ed-1",1,1024,8187,0,"sn84020558","https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1892/01/15/ed-1/seq-5/0?user_id=6",NA,"8187_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","8188_0","The intelligencer (Lexington, Mo.)","Missouri",1890-09-06,1890,9,6,"seq-3","ed-1",1,6472,8188,0,"sn93060412","https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/1890/09/06/ed-1/seq-3/0?user_id=6",NA,"8188_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","8189_0",NA,"Texas",1887-02-03,1887,2,3,"seq-6","ed-1",1,11414,8189,0,"sn86064205","https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6/0?user_id=6",NA,"8189_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","8190_0","The Topeka state journal (Topeka, Kansas)","Kansas",1910-09-03,1910,9,3,"seq-12","ed-1",1,4229,8190,0,"sn82016014","https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12/0?user_id=6",NA,"8190_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","8191_0","St. Paul daily globe (Saint Paul, Min...)","Minnesota",1893-08-29,1893,8,29,"seq-4","ed-1",1,6019,8191,0,"sn90059522","https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4/0?user_id=6",NA,"8191_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","8192_0","The Salt Lake herald (Salt Lake City ...)","Utah",1887-07-28,1887,7,28,"seq-1","ed-1",1,11683,8192,0,"sn85058130","https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1/0?user_id=6",NA,"8192_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","8193_0","The Evening critic (Washington, D.C...)","District of Columbia",1884-01-17,1884,1,17,"seq-1","ed-1",1,2112,8193,0,"sn82014424","https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1/0?user_id=6",NA,"8193_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","8194_0",NA,"South Dakota",1887-11-17,1887,11,17,"seq-2","ed-1",1,10603,8194,0,"sn98062948","https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/0?user_id=6",NA,"8194_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","8196_0",NA,"District of Columbia",1887-06-14,1887,6,14,"seq-1","ed-1",2,1983,8196,0,"sn86053573","https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1/0?user_id=6",NA,"8196_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","8197_0","The Russellville Democrat (Russellville, A...)","Arkansas",1893-11-30,1893,11,30,"seq-2","ed-1",1,656,8197,0,"sn84023017","https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/0?user_id=6",NA,"8197_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","8200_0","Tensas gazette (St. Joseph, La.)","Louisiana",1909-04-30,1909,4,30,"seq-4","ed-1",1,5123,8200,0,"sn87090131","https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/0?user_id=6",NA,"8200_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","8201_0","The News-Herald (Hillsboro, High...)","Ohio",1887-02-10,1887,2,10,"seq-2","ed-1",1,9829,8201,0,"sn85038161","https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2/0?user_id=6",NA,"8201_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","8202_0","The Emporia weekly news (Emporia, Kan.)","Kansas",1885-07-02,1885,7,2,"seq-1","ed-1",1,4117,8202,0,"sn85030221","https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1/0?user_id=6",NA,"8202_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","8204_0","The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895","Wyoming",1888-10-28,1888,10,28,"seq-1","ed-1",2,13593,8204,0,"sn86072173","https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/0?user_id=6",NA,"8204_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","8207_0","New-York tribune (New York [N.Y.])","New York",1888-12-27,1888,12,27,"seq-4","ed-1",2,2319,8207,0,"sn83030214","https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/0?user_id=6",NA,"8207_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","8213_0","The Brookhaven leader (Brookhaven, Mis...)","Mississippi",1888-06-21,1888,6,21,"seq-2","ed-1",3,6770,8213,0,"sn86074058","https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2/0?user_id=6",NA,"8213_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","8215_0","Evening star (Washington, D.C...)","District of Columbia",1912-10-06,1912,10,6,"seq-24","ed-1",2,2341,8215,0,"sn83045462","https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24/0?user_id=6",NA,"8215_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","8220_0","The Indianapolis journal (Indianapolis [I...)","Indiana",1897-07-22,1897,7,22,"seq-5","ed-1",2,3448,8220,0,"sn82015679","https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5/0?user_id=6",NA,"8220_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","8222_0","Los Angeles herald (Los Angeles [Calif.]) 1890-1893","California",1890-11-01,1890,11,1,"seq-2","ed-1",2,1706,8222,0,"sn84025968","https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2/0?user_id=6",NA,"8222_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","8223_0","Abilene weekly reflector (Abilene, Kan.)","Kansas",1888-11-15,1888,11,15,"seq-2","ed-1",2,4309,8223,0,"sn84029386","https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386/1888/11/15/ed-1/seq-2/0?user_id=6",NA,"8223_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","8226_0","Western Kansas world (WaKeeney, Kan.)","Kansas",1889-07-13,1889,7,13,"seq-7","ed-1",1,4228,8226,0,"sn82015485","https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7/0?user_id=6",NA,"8226_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","8237_0",NA,"Nebraska",1897-02-12,1897,2,12,"seq-6","ed-1",2,7680,8237,0,"sn94056415","https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6/0?user_id=6",NA,"8237_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","8240_0","Los Angeles herald (Los Angeles [Calif.]) 1900-1911","California",1910-07-04,1910,7,4,"seq-1","ed-1",1,1810,8240,0,"sn85042462","https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/0?user_id=6",NA,"8240_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","8241_0","Semi-weekly interior journal (Stanford, Ky.)","Kentucky",1886-10-08,1886,10,8,"seq-2","ed-1",1,4905,8241,0,"sn85052020","https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2/0?user_id=6",NA,"8241_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","8242_0",NA,"Georgia",1909-06-04,1909,6,4,"seq-1","ed-1",1,2726,8242,0,"sn86090947","https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1/0?user_id=6",NA,"8242_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","8244_0",NA,"Colorado",1909-11-18,1909,11,18,"seq-3","ed-1",1,1223,8244,0,"sn90051548","https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/0?user_id=6",NA,"8244_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","8245_0","The Wichita daily eagle (Wichita, Kan.)","Kansas",1890-09-04,1890,9,4,"seq-2","ed-1",1,4411,8245,0,"sn82014635","https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/0?user_id=6",NA,"8245_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","8245_1","The Wichita daily eagle (Wichita, Kan.)","Kansas",1890-09-04,1890,9,4,"seq-2","ed-1",1,4413,8245,1,"sn82014635","https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/0?user_id=6",NA,"8245_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","8246_0","The Ketchum keystone (Ketchum, Idaho)","Idaho",1887-05-14,1887,5,14,"seq-3","ed-1",1,3413,8246,0,"sn86091095","https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3/0?user_id=6",NA,"8246_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","8247_0","The morning news (Savannah, Ga.)","Georgia",1887-07-20,1887,7,20,"seq-2","ed-1",1,2605,8247,0,"sn86063034","https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2/0?user_id=6",NA,"8247_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","8248_0","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13147,8248,0,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6",NA,"8248_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","8248_1","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13148,8248,1,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6",NA,"8248_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","8248_2","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13149,8248,2,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6",NA,"8248_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","8250_0","The Forrest City times (Forrest City, A...)","Arkansas",1892-05-20,1892,5,20,"seq-1","ed-1",1,395,8250,0,"sn84022960","https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/0?user_id=6",NA,"8250_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","8250_1","The Forrest City times (Forrest City, A...)","Arkansas",1892-05-20,1892,5,20,"seq-1","ed-1",1,397,8250,1,"sn84022960","https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/0?user_id=6",NA,"8250_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","8253_0","The Magnolia gazette (Magnolia, Miss.)","Mississippi",1892-06-25,1892,6,25,"seq-3","ed-1",1,7098,8253,0,"sn85034447","https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3/0?user_id=6",NA,"8253_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","8257_0",NA,"Tennessee",1886-02-27,1886,2,27,"seq-4","ed-1",1,10973,8257,0,"sn93063896","https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4/0?user_id=6",NA,"8257_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","8259_0",NA,"Missouri",1892-02-18,1892,2,18,"seq-4","ed-1",1,6499,8259,0,"sn89067453","https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4/0?user_id=6",NA,"8259_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","8268_0",NA,"Illinois",1884-06-28,1884,6,28,"seq-3","ed-1",1,3657,8268,0,"sn87082573","https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/0?user_id=6",NA,"8268_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","8272_0","The Democratic advocate (Westminster, Md...)","Maryland",1886-03-13,1886,3,13,"seq-3","ed-1",1,5159,8272,0,"sn85038292","https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3/0?user_id=6",NA,"8272_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","8276_0",NA,"South Dakota",1909-08-06,1909,8,6,"seq-6","ed-1",1,10343,8276,0,"sn96090259","https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/0?user_id=6",NA,"8276_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","8278_0","The morning news (Savannah, Ga.)","Georgia",1887-10-18,1887,10,18,"seq-1","ed-1",1,2607,8278,0,"sn86063034","https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/0?user_id=6",NA,"8278_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","8280_0","St. Paul daily globe (Saint Paul, Min...)","Minnesota",1887-08-15,1887,8,15,"seq-2","ed-1",1,6331,8280,0,"sn90059522","https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/0?user_id=6",NA,"8280_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","8288_0",NA,"Michigan",1900-01-26,1900,1,26,"seq-11","ed-1",1,5393,8288,0,"sn98066406","https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/0?user_id=6",NA,"8288_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","8289_0",NA,"Mississippi",1917-08-01,1917,8,1,"seq-1","ed-1",1,6895,8289,0,"sn89065008","https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/0?user_id=6",NA,"8289_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","8290_0","The news & observer (Raleigh, N.C.)","North Carolina",1899-04-19,1899,4,19,"seq-2","ed-1",1,8046,8290,0,"sn85042104","https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/0?user_id=6",NA,"8290_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","8292_0",NA,"Oregon",1914-07-17,1914,7,17,"seq-1","ed-1",1,10178,8292,0,"sn99063957","https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/0?user_id=6",NA,"8292_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","8293_0","Daily Kennebec journal (Augusta, Me.)","Maine",1886-04-19,1886,4,19,"seq-1","ed-1",1,5290,8293,0,"sn82014248","https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/0?user_id=6",NA,"8293_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","8293_1","Daily Kennebec journal (Augusta, Me.)","Maine",1886-04-19,1886,4,19,"seq-1","ed-1",1,5291,8293,1,"sn82014248","https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/0?user_id=6",NA,"8293_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","8297_0","The evening world (New York, N.Y.)","New York",1893-07-28,1893,7,28,"seq-2","ed-1",1,9206,8297,0,"sn83030193","https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2/0?user_id=6",NA,"8297_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","8298_0","The Iowa plain dealer (New Oregon, How...)","Iowa",1891-10-01,1891,10,1,"seq-1","ed-1",1,3367,8298,0,"sn83025167","https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/0?user_id=6",NA,"8298_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","8298_1","The Iowa plain dealer (New Oregon, How...)","Iowa",1891-10-01,1891,10,1,"seq-1","ed-1",1,3368,8298,1,"sn83025167","https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/0?user_id=6",NA,"8298_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
