,file_id,article_id,filepath,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,text_file_name,extraction_succeeded
14,8152,0,mnhi_iona_ver01/sn90059523/1896/10/22/ed-1/seq-2,sn90059523,,1896,10,22,seq-2,ed-1,1,https://articleextractor.org/pages/8152/mnhi_iona_ver01/sn90059523/1896/10/22/ed-1/seq-2/1,Minnesota,8152_0.txt,True
15,8153,0,txdn_argentina_ver01/sn86088201/1893/09/21/ed-1/seq-3,sn86088201,"The Waco evening news (Waco, Tex.)",1893,9,21,seq-3,ed-1,1,https://articleextractor.org/pages/8153/txdn_argentina_ver01/sn86088201/1893/9/21/ed-1/seq-3/1,Texas,8153_0.txt,True
16,8153,1,txdn_argentina_ver01/sn86088201/1893/09/21/ed-1/seq-3,sn86088201,"The Waco evening news (Waco, Tex.)",1893,9,21,seq-3,ed-1,1,https://articleextractor.org/pages/8153/txdn_argentina_ver01/sn86088201/1893/9/21/ed-1/seq-3/1,Texas,8153_1.txt,True
17,8155,0,ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/8/4/ed-1/seq-2/1,North Dakota,8155_0.txt,True
18,8155,1,ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/8/4/ed-1/seq-2/1,North Dakota,8155_1.txt,True
19,8155,2,ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/8/4/ed-1/seq-2/1,North Dakota,8155_2.txt,True
20,8155,3,ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/8/4/ed-1/seq-2/1,North Dakota,8155_3.txt,True
21,8165,0,wvu_boros_ver02/sn85059533/1891/04/04/ed-1/seq-1,sn85059533,"Martinsburg herald (Martinsburg, W....)",1891,4,4,seq-1,ed-1,1,https://articleextractor.org/pages/8165/wvu_boros_ver02/sn85059533/1891/4/4/ed-1/seq-1/1,West Virginia,8165_0.txt,True
22,8166,0,msar_eyelet_ver02/sn85034375/1893/09/30/ed-1/seq-2,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1893,9,30,seq-2,ed-1,1,https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375/1893/9/30/ed-1/seq-2/1,Mississippi,8166_0.txt,True
23,8168,0,ncu_cane_ver01/sn91068076/1893/02/01/ed-1/seq-1,sn91068076,"Asheville daily citizen (Asheville, N.C.)",1893,2,1,seq-1,ed-1,1,https://articleextractor.org/pages/8168/ncu_cane_ver01/sn91068076/1893/2/1/ed-1/seq-1/1,North Carolina,8168_0.txt,True
24,8169,0,nn_isahakyan_ver01/sn83030193/1891/04/28/ed-2/seq-2,sn83030193,"The evening world (New York, N.Y.)",1891,4,28,seq-2,ed-2,1,https://articleextractor.org/pages/8169/nn_isahakyan_ver01/sn83030193/1891/4/28/ed-2/seq-2/1,New York,8169_0.txt,True
25,8170,0,khi_curry_ver01/sn85029677/1893/02/02/ed-1/seq-7,sn85029677,"Phillipsburg herald (Phillipsburg, K...)",1893,2,2,seq-7,ed-1,1,https://articleextractor.org/pages/8170/khi_curry_ver01/sn85029677/1893/2/2/ed-1/seq-7/1,Kansas,8170_0.txt,True
26,8172,0,mohi_garfield_ver01/sn89067274/1893/02/02/ed-1/seq-2,sn89067274,,1893,2,2,seq-2,ed-1,1,https://articleextractor.org/pages/8172/mohi_garfield_ver01/sn89067274/1893/2/2/ed-1/seq-2/1,Missouri,8172_0.txt,True
27,8173,0,nbu_beatrice_ver01/sn99021999/1891/10/10/ed-1/seq-1,sn99021999,,1891,10,10,seq-1,ed-1,1,https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999/1891/10/10/ed-1/seq-1/1,Nebraska,8173_0.txt,True
28,8175,0,curiv_garberville_ver01/sn94052989/1892/06/28/ed-1/seq-1,sn94052989,The morning call (San Francisco [...),1892,6,28,seq-1,ed-1,1,https://articleextractor.org/pages/8175/curiv_garberville_ver01/sn94052989/1892/6/28/ed-1/seq-1/1,California,8175_0.txt,False
29,8176,0,ct_gum_ver01/sn94053256/1891/10/30/ed-1/seq-1,sn94053256,"Waterbury evening Democrat (Waterbury, Conn...)",1891,10,30,seq-1,ed-1,1,https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256/1891/10/30/ed-1/seq-1/1,Connecticut,8176_0.txt,True
30,8180,0,ndhi_argon_ver01/sn87096037/1892/11/04/ed-2/seq-2,sn87096037,"The Hope pioneer (Hope, N.D.)",1892,11,4,seq-2,ed-2,1,https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037/1892/11/4/ed-2/seq-2/1,North Dakota,8180_0.txt,True
31,8181,0,mnhi_faribault_ver01/sn90059522/1891/10/04/ed-1/seq-1,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1891,10,4,seq-1,ed-1,1,https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522/1891/10/4/ed-1/seq-1/1,Minnesota,8181_0.txt,True
32,8183,0,msar_eyelet_ver02/sn85034375/1889/09/21/ed-1/seq-2,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1889,9,21,seq-2,ed-1,1,https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375/1889/9/21/ed-1/seq-2/1,Mississippi,8183_0.txt,True
33,8186,0,ohi_cousteau_ver02/sn84028272/1893/09/27/ed-1/seq-6,sn84028272,"The enterprise (Wellington, Ohi...)",1893,9,27,seq-6,ed-1,1,https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/1893/9/27/ed-1/seq-6/1,Ohio,8186_0.txt,True
34,8187,0,az_coyote_ver01/sn84020558/1892/01/15/ed-1/seq-5,sn84020558,"Arizona republican (Phoenix, Ariz.)",1892,1,15,seq-5,ed-1,1,https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1892/1/15/ed-1/seq-5/1,Arizona,8187_0.txt,True
35,8188,0,mohi_eeyore_ver01/sn93060412/1890/09/06/ed-1/seq-3,sn93060412,"The intelligencer (Lexington, Mo.)",1890,9,6,seq-3,ed-1,1,https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/1890/9/6/ed-1/seq-3/1,Missouri,8188_0.txt,True
36,8189,0,txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6,sn86064205,,1887,2,3,seq-6,ed-1,1,https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/2/3/ed-1/seq-6/1,Texas,8189_0.txt,True
37,8190,0,khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12,sn82016014,"The Topeka state journal (Topeka, Kansas)",1910,9,3,seq-12,ed-1,1,https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/9/3/ed-1/seq-12/1,Kansas,8190_0.txt,True
38,8191,0,mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1893,8,29,seq-4,ed-1,1,https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/8/29/ed-1/seq-4/1,Minnesota,8191_0.txt,True
39,8192,0,uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1,sn85058130,The Salt Lake herald (Salt Lake City ...),1887,7,28,seq-1,ed-1,1,https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/7/28/ed-1/seq-1/1,Utah,8192_0.txt,True
40,8193,0,dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1,sn82014424,"The Evening critic (Washington, D.C...)",1884,1,17,seq-1,ed-1,1,https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/1/17/ed-1/seq-1/1,District of Columbia,8193_0.txt,True
41,8194,0,sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2,sn98062948,,1887,11,17,seq-2,ed-1,1,https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/1,South Dakota,8194_0.txt,True
42,8196,0,dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1,sn86053573,,1887,6,14,seq-1,ed-1,2,https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/6/14/ed-1/seq-1/2,District of Columbia,8196_0.txt,True
43,8197,0,arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2,sn84023017,"The Russellville Democrat (Russellville, A...)",1893,11,30,seq-2,ed-1,1,https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/1,Arkansas,8197_0.txt,True
44,8200,0,lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4,sn87090131,"Tensas gazette (St. Joseph, La.)",1909,4,30,seq-4,ed-1,1,https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/4/30/ed-1/seq-4/1,Louisiana,8200_0.txt,True
45,8201,0,ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2,sn85038161,"The News-Herald (Hillsboro, High...)",1887,2,10,seq-2,ed-1,1,https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/2/10/ed-1/seq-2/1,Ohio,8201_0.txt,True
46,8202,0,khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1,sn85030221,"The Emporia weekly news (Emporia, Kan.)",1885,7,2,seq-1,ed-1,1,https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/7/2/ed-1/seq-1/1,Kansas,8202_0.txt,True
47,8204,0,wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1,sn86072173,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",1888,10,28,seq-1,ed-1,2,https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/2,Wyoming,8204_0.txt,True
48,8207,0,dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4,sn83030214,New-York tribune (New York [N.Y.]),1888,12,27,seq-4,ed-1,2,https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/2,New York,8207_0.txt,True
49,8208,0,idhi_eliot_ver01/sn84022135/1888/04/10/ed-1/seq-2,sn84022135,"Idaho semi-weekly world (Idaho City, Ida...)",1888,4,10,seq-2,ed-1,2,https://articleextractor.org/pages/8208/idhi_eliot_ver01/sn84022135/1888/4/10/ed-1/seq-2/2,Idaho,8208_0.txt,True
50,8213,0,msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2,sn86074058,"The Brookhaven leader (Brookhaven, Mis...)",1888,6,21,seq-2,ed-1,3,https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/6/21/ed-1/seq-2/3,Mississippi,8213_0.txt,False
51,8215,0,dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24,sn83045462,"Evening star (Washington, D.C...)",1912,10,6,seq-24,ed-1,2,https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/6/ed-1/seq-24/2,District of Columbia,8215_0.txt,True
52,8216,0,wa_duwamish_ver01/sn87008085/1912/12/12/ed-1/seq-7,sn87008085,"The Newport miner (Newport, Wash.)",1912,12,12,seq-7,ed-1,2,https://articleextractor.org/pages/8216/wa_duwamish_ver01/sn87008085/1912/12/12/ed-1/seq-7/2,Idaho,8216_0.txt,True
53,8220,0,in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,7,22,seq-5,ed-1,2,https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/7/22/ed-1/seq-5/2,Indiana,8220_0.txt,True
54,8222,0,curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2,sn84025968,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1890,11,1,seq-2,ed-1,2,https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/1/ed-1/seq-2/2,California,8222_0.txt,True
55,8223,0,khi_garwood_ver02/sn84029386/1888/11/15/ed-1/seq-2,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1888,11,15,seq-2,ed-1,2,https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386/1888/11/15/ed-1/seq-2/2,Kansas,8223_0.txt,True
56,8226,0,khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7,sn82015485,"Western Kansas world (WaKeeney, Kan.)",1889,7,13,seq-7,ed-1,1,https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/7/13/ed-1/seq-7/1,Kansas,8226_0.txt,True
57,8229,0,kyu_flamingo_ver01/sn83004226/1895/06/14/ed-1/seq-3,sn83004226,"The Big Sandy news (Louisa, Ky.)",1895,6,14,seq-3,ed-1,1,https://articleextractor.org/pages/8229/kyu_flamingo_ver01/sn83004226/1895/6/14/ed-1/seq-3/1,Kentucky,8229_0.txt,False
58,8232,0,ohi_hotel_ver01/sn87076916/1886/02/01/ed-1/seq-2,sn87076916,,1886,2,1,seq-2,ed-1,1,https://articleextractor.org/pages/8232/ohi_hotel_ver01/sn87076916/1886/2/1/ed-1/seq-2/1,Ohio,8232_0.txt,False
59,8235,0,khi_inge_ver01/sn82016014/1896/12/28/ed-1/seq-4,sn82016014,"The Topeka state journal (Topeka, Kansas)",1896,12,28,seq-4,ed-1,2,https://articleextractor.org/pages/8235/khi_inge_ver01/sn82016014/1896/12/28/ed-1/seq-4/2,Kansas,8235_0.txt,True
60,8237,0,nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6,sn94056415,,1897,2,12,seq-6,ed-1,2,https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/2/12/ed-1/seq-6/2,Nebraska,8237_0.txt,True
61,8240,0,curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1,sn85042462,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1910,7,4,seq-1,ed-1,1,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/7/4/ed-1/seq-1/1,California,8240_0.txt,True
62,8241,0,kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1886,10,8,seq-2,ed-1,1,https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/8/ed-1/seq-2/1,Kentucky,8241_0.txt,True
63,8242,0,gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1,sn86090947,,1909,6,4,seq-1,ed-1,1,https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/6/4/ed-1/seq-1/1,Georgia,8242_0.txt,True
64,8244,0,cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3,sn90051548,,1909,11,18,seq-3,ed-1,1,https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/1,Colorado,8244_0.txt,True
65,8245,0,khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/9/4/ed-1/seq-2/1,Kansas,8245_0.txt,True
66,8245,1,khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/9/4/ed-1/seq-2/1,Kansas,8245_1.txt,True
67,8246,0,idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3,sn86091095,"The Ketchum keystone (Ketchum, Idaho)",1887,5,14,seq-3,ed-1,1,https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/5/14/ed-1/seq-3/1,Idaho,8246_0.txt,True
68,8247,0,gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2,sn86063034,"The morning news (Savannah, Ga.)",1887,7,20,seq-2,ed-1,1,https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/7/20/ed-1/seq-2/1,Georgia,8247_0.txt,True
69,8248,0,whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/1/3/ed-1/seq-2/1,Wisconsin,8248_0.txt,False
70,8248,1,whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/1/3/ed-1/seq-2/1,Wisconsin,8248_1.txt,False
71,8248,2,whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/1/3/ed-1/seq-2/1,Wisconsin,8248_2.txt,False
72,8250,0,arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/5/20/ed-1/seq-1/1,Arkansas,8250_0.txt,True
73,8250,1,arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/5/20/ed-1/seq-1/1,Arkansas,8250_1.txt,True
74,8253,0,msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3,sn85034447,"The Magnolia gazette (Magnolia, Miss.)",1892,6,25,seq-3,ed-1,1,https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/6/25/ed-1/seq-3/1,Mississippi,8253_0.txt,True
75,8257,0,tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4,sn93063896,,1886,2,27,seq-4,ed-1,1,https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/2/27/ed-1/seq-4/1,Tennessee,8257_0.txt,True
76,8259,0,mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4,sn89067453,,1892,2,18,seq-4,ed-1,1,https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/2/18/ed-1/seq-4/1,Missouri,8259_0.txt,True
77,8268,0,iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3,sn87082573,,1884,6,28,seq-3,ed-1,1,https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/6/28/ed-1/seq-3/1,Illinois,8268_0.txt,True
78,8272,0,mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3,sn85038292,"The Democratic advocate (Westminster, Md...)",1886,3,13,seq-3,ed-1,1,https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/3/13/ed-1/seq-3/1,Maryland,8272_0.txt,True
79,8276,0,sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6,sn96090259,,1909,8,6,seq-6,ed-1,1,https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/8/6/ed-1/seq-6/1,South Dakota,8276_0.txt,True
80,8278,0,gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1,sn86063034,"The morning news (Savannah, Ga.)",1887,10,18,seq-1,ed-1,1,https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/1,Georgia,8278_0.txt,True
81,8280,0,mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1887,8,15,seq-2,ed-1,1,https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/8/15/ed-1/seq-2/1,Minnesota,8280_0.txt,True
82,8288,0,mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11,sn98066406,,1900,1,26,seq-11,ed-1,1,https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/1/26/ed-1/seq-11/1,Michigan,8288_0.txt,True
83,8289,0,msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1,sn89065008,,1917,8,1,seq-1,ed-1,1,https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/8/1/ed-1/seq-1/1,Mississippi,8289_0.txt,True
84,8290,0,ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2,sn85042104,"The news & observer (Raleigh, N.C.)",1899,4,19,seq-2,ed-1,1,https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/4/19/ed-1/seq-2/1,North Carolina,8290_0.txt,True
85,8292,0,oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1,sn99063957,,1914,7,17,seq-1,ed-1,1,https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/7/17/ed-1/seq-1/1,Oregon,8292_0.txt,True
86,8293,0,me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/4/19/ed-1/seq-1/1,Maine,8293_0.txt,True
87,8293,1,me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/4/19/ed-1/seq-1/1,Maine,8293_1.txt,True
88,8297,0,nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2,sn83030193,"The evening world (New York, N.Y.)",1893,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/7/28/ed-1/seq-2/1,New York,8297_0.txt,True
89,8298,0,iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1,sn83025167,"The Iowa plain dealer (New Oregon, How...)",1891,10,1,seq-1,ed-1,1,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/1/ed-1/seq-1/1,Iowa,8298_0.txt,True
90,8298,1,iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1,sn83025167,"The Iowa plain dealer (New Oregon, How...)",1891,10,1,seq-1,ed-1,1,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/1/ed-1/seq-1/1,Iowa,8298_1.txt,False
