value,filename
of his pursuers. The desperado's rifle,8144_0.txt
continued to crack until the roof fell,8144_0.txt
in and he was buried by blazing debris.,8144_0.txt
"Jordan was known as a bad negro, having",8144_0.txt
"killed, it said, three men. He fre-",8144_0.txt
boasted that no white man,8144_0.txt
would quently ever capture him alive.,8144_0.txt
FIRST OF THE NEW YEAR.,8149_0.txt
Negro Taken From Officers in Mis-,8149_0.txt
sissippi and Lynched.,8149_0.txt
"Brook Haven, Miss., Jan. 2.- The first",8149_0.txt
"lynching of 1908 occurred here today, when",8149_0.txt
a mob in broad daylight took a negro,8149_0.txt
away from police officers and shot him.,8149_0.txt
"The negro, whose name was Kan, was",8149_0.txt
accused of killing a policeman at Oak-,8149_0.txt
"vale, Miss., on Tuesday night. The negro",8149_0.txt
had been arrested as a suspicious,8149_0.txt
"person, but he came to Brook Haven",8149_0.txt
looking for medical treatment for a gunshot,8149_0.txt
wound in the abdomen.,8149_0.txt
The mob got him away from the police,8149_0.txt
"by using a lasso, which was thrown",8149_0.txt
over the negro's neck as the officers hurried,8149_0.txt
him to jail. After the lynching a,8149_0.txt
negro who saw the body said it was that,8149_0.txt
"Coot Aulman, accused of killing a",8149_0.txt
of policeman in this vicinity. Dec. 10.,8149_0.txt
A NEGRO LYNCHED,8153_0.txt
Bad Negro Lynched and Burned,8153_0.txt
By Associated Press to The News.,8153_0.txt
"ROANOKE, Va., Sept. 21.- The",8153_0.txt
"negro, Thomas Smith, who assaulted",8153_0.txt
Mrs. Henry Bishop,8153_0.txt
"last night, was lynched this morning",8153_0.txt
. He was found by the mob,8153_0.txt
where the authorities had secreted,8153_0.txt
him and dragged to his death. Not,8153_0.txt
"content, the infurated mob carried",8153_0.txt
his body to the river and there in,8153_0.txt
the presence of a throng of thousands,8153_0.txt
of wildly excited people the,8153_0.txt
"negro's body was incinerated.,",8153_0.txt
ANOTHER ACCOUNT.,8153_1.txt
A squad of men hanged a negro,8153_1.txt
in the residence portion of the city,8153_1.txt
"at 5 o'clock this morning, then rid-",8153_1.txt
died the body with bullets and,8153_1.txt
"placed a placard on it saying,"" This",8153_1.txt
"is Mayor Trout's Friend."" After",8153_1.txt
"an inquest the mob seized the body,",8153_1.txt
dragged it through the a to,8153_1.txt
the river. The body,8153_1.txt
piles of brushwood and,8153_1.txt
"wood on the body, leav the",8153_1.txt
head bare. The pile was saturated,8153_1.txt
with coal oil and a match was applied,8153_1.txt
. The body was consumed,8153_1.txt
within an hour. The cremation,8153_1.txt
was witnessed by several thousand,8153_1.txt
people. At one time the mob,8153_1.txt
threatened to bury the negro in,8153_1.txt
Mayor Trout's yard. There is,8153_1.txt
much indignation against the mayor,8153_1.txt
and militia. Many threats of,8153_1.txt
vengeance have been openly made.,8153_1.txt
"Captain Bird, commander of the",8153_1.txt
"militia, has left town. Mayor",8153_1.txt
"Trout, despite his wound, also disappeared",8153_1.txt
", and President Buckler of",8153_1.txt
"the city council, is acting mayor.",8153_1.txt
Excitement is running high now.,8153_1.txt
The citizens are now talking of,8153_1.txt
holding an indignation meeting and,8153_1.txt
rumored threats are being made to,8153_1.txt
burn the town unless satisfaction of,8153_1.txt
some sort is rendered. Crowds,8153_1.txt
throng the streets and all public,8153_1.txt
places. There is an immense,8153_1.txt
rowd in front of Oakey& Wool-,8153_1.txt
"wines, the undertakers, where seven",8153_1.txt
of the dead bodies l.e. The number,8153_1.txt
of the killed was exaggerated,8153_1.txt
last night and it is now found that,8153_1.txt
"only nine, men are dead.",8153_1.txt
ISAAC Harper( colored) was lynched,8155_0.txt
"by a mob at Calera Va., for assault on",8155_0.txt
"a white woman.,",8155_0.txt
"NEAR Montgomery, Tex., three ne-",8155_1.txt
"groes attacked the house of M. Marsh,",8155_1.txt
"killed him, ravished his wife, murdered",8155_1.txt
his infant and cut out the tongue of his,8155_1.txt
7- year- old child. His wife is believed,8155_1.txt
to be dying. One negro was caught and,8155_1.txt
lynched. The sheriff and posse,8155_1.txt
searching for the others. are,8155_1.txt
"TOM PRESTON and Will Thompson,",8155_2.txt
"negro boys, were tortured to death by",8155_2.txt
"a mob at Gaston, S. C. They",8155_2.txt
guilty of criminal assault. were,8155_2.txt
"A MOB lynched Handy Kaigler, the",8155_3.txt
third and last of the negroes who assaulted,8155_3.txt
the young wife of,8155_3.txt
"Sightler at Gaston, S. C. Archie",8155_3.txt
"Four negroes, two men and two women,",8165_0.txt
"were arrested and lodged in jail at Belgreen,",8165_0.txt
"Ala., charged with burning the town of",8165_0.txt
Russellville. The women confessed and told,8165_0.txt
the whole story. A mob of two hundred and,8165_0.txt
"fifty armed men went to Belgreen, overpowered",8165_0.txt
Jailer Waltrep and took Jeff Deus-,8165_0.txt
"mor and El Hudson, the two men, to a",8165_0.txt
"neighboring white oak tree, swung them to a",8165_0.txt
"limb, filled them full of bullets and lett them",8165_0.txt
They denied their guilt..,8165_0.txt
EIGHT of the rioters were killed and,8166_0.txt
twenty- five wounded by the militia at,8166_0.txt
"Roanoke, Va. The negro was finally",8166_0.txt
"secured by the mob, hanged, shot and",8166_0.txt
burned with the usual horrible,8166_0.txt
dents. inci-,8166_0.txt
LASHES INSTEAD OF A HANGING.,8169_0.txt
Judge Lynch Reconsiders a sentence,8169_0.txt
on a Negro Highwayman.,8169_0.txt
INDIANAPOLIS. April 28.- The suburb of,8169_0.txt
Houghville has long been terrorized by a,8169_0.txt
gang of toughs Early this morning a mob,8169_0.txt
.,8169_0.txt
of 100 citizens broke into the jail and took,8169_0.txt
"out John Abbott, colored, arrested for highway",8169_0.txt
"robbery, placed a rope around his neck",8169_0.txt
and dragged him to the woods a mile west of,8169_0.txt
town.,8169_0.txt
"After he had been strung up, cooler counsels",8169_0.txt
"prevailed and he was cut down, tied to a",8169_0.txt
tree and punished by fifty lashes on his bare,8169_0.txt
back. He was taken to jail after confessing,8169_0.txt
his guilt.,8169_0.txt
The citizens then ordered all worthless,8169_0.txt
negroes to leave town.,8169_0.txt
About 4 o'clock this morning a score of,8169_0.txt
negroes from Bucktown drove to fough-,8169_0.txt
"ville to release the negroes in jail, but they",8169_0.txt
"were met by, who, with loaded",8169_0.txt
"Winchesters, persuaded citizens them to return.",8169_0.txt
Joe Coe Hanged to a Trolley Wire by an,8173_0.txt
Infuriated Mob This Morning.,8173_0.txt
STORY OF THE ASSAULT ON THE JAIL.,8173_0.txt
Determination of the Self Appointed,8173_0.txt
Avengers of Little Lizzie Yates.,8173_0.txt
WOULD NOT BE BALKED NOR HINDERED.,8173_0.txt
Words of Counsel from Cool Men Were Not,8173_0.txt
Listened To.,8173_0.txt
CITY AUTHORITIES WERE POWERLESS.,8173_0.txt
Wild Clamor for a Fiend's Blood Only,8173_0.txt
Satisfied When it Was Quaffe,8173_0.txt
by the Ravenous,8173_0.txt
Populace.,8173_0.txt
"Joe Coe, alias George Smith, was lynched",8173_0.txt
at 1:10 o'clock this morning. He was hanged,8173_0.txt
to a wire supporting the Harney street motor,8173_0.txt
wire in front of Boyd's opera house.,8173_0.txt
"About 10,000 people were present.",8173_0.txt
"Coe was dead before he was tied up, havIng",8173_0.txt
been dragged by the neck from the jail,8173_0.txt
and trampled under the feet of thousands of,8173_0.txt
men as he passed.,8173_0.txt
His Victim Not Dead.,8173_0.txt
The report that was spread broadcast,8173_0.txt
throughout the city yesterday afternoon and,8173_0.txt
was published in the evening papers regarding,8173_0.txt
the alleged death of little five- year- old,8173_0.txt
"Lizzie Yates, who was brutally assaulted by",8173_0.txt
"a burly negro named George Smith, alias",8173_0.txt
"Joe Coe, proved to be without foundatiou.",8173_0.txt
A BEE reporter visited the home of the,8173_0.txt
child's parents at 1712 North Eighteenth,8173_0.txt
"street, last evening, and found the little one",8173_0.txt
in very good spirits and recovering from the,8173_0.txt
effects of the fearful treatment she had received,8173_0.txt
. Her father stated that she was getting,8173_0.txt
along better than they had expected she,8173_0.txt
"possibly could, and he thought she would be",8173_0.txt
"herself again in a very few days, as she was",8173_0.txt
able to get around.,8173_0.txt
Taken to the County Jail.,8173_0.txt
The colored ravisher was taken from the,8173_0.txt
city jail by the police about 4 o'clock and,8173_0.txt
driven in the patrol wagon to the home of the,8173_0.txt
Yates family for the purpose of identification.,8173_0.txt
He was dressed in different clothes from,8173_0.txt
"those he wore Wednesday afterncon, but",8173_0.txt
Mrs. Yates was quite certain that,8173_0.txt
he was the negro who had been,8173_0.txt
prowling around the place and represented,8173_0.txt
himself as a garbage man.,8173_0.txt
She said that she would not be willing to,8173_0.txt
"swear positively as to his identity, but she",8173_0.txt
firmly believed that he was the brute who,8173_0.txt
had assaulted her child. The little girl was,8173_0.txt
still timid and very nervous from her experience,8173_0.txt
", and could not be induced to look at a",8173_0.txt
"stranger, so nothing could be obtained from",8173_0.txt
her in the way of indentifying her assailant.,8173_0.txt
What Yates Said.,8173_0.txt
""" I know that these are disagreeable cases,",8173_0.txt
and the officers are frequently not backed up,8173_0.txt
in their efforts to bring the guilty parties to,8173_0.txt
"justice"" he said,"" but it will not be so in this",8173_0.txt
case. I have heard talk of lynching during,8173_0.txt
"entire afternoon, but I would not encourage",8173_0.txt
any such demonstration and if possible,8173_0.txt
"let the law take its course, although it is",8173_0.txt
slow and justice often miscarries. It is difficult,8173_0.txt
"to identify the parties in some instances,",8173_0.txt
"as perhaps there would be in this, although I",8173_0.txt
am satisfied in my own mind. Self control,8173_0.txt
"is not always easy, and it was hard for me",8173_0.txt
to let that a- 1 scoundrel get out of the yard,8173_0.txt
"alive.""",8173_0.txt
Discussed the Crime.,8173_0.txt
On the street corners and in the down.,8173_0.txt
to resorts all the early part of the even-,8173_0.txt
ng knots of men collected and talked about,8173_0.txt
the awful crime of the negro. There seemed,8173_0.txt
"to be but one opinion, and that was that the",8173_0.txt
negro must hang at the hands of a mob.,8173_0.txt
A hundred or so curious ones hung about,8173_0.txt
"the jail and talked the matter over, but there",8173_0.txt
did not seem to be anyone to organize the,8173_0.txt
mob and lead it. At 8:30 a crowd collected,8173_0.txt
around the city jail and a delegation went,8173_0.txt
below to see if Sinith was confined there.,8173_0.txt
Jailor Havey assured the committee that the,8173_0.txt
prisoner had been taken to the county jail,8173_0.txt
and the crowd started for the brick building,8173_0.txt
on the hill.,8173_0.txt
"By 9 o'clock there must have been 1,000",8173_0.txt
howling men around the court house and,8173_0.txt
jail. Every moment or so the crowd yelled,8173_0.txt
""" Bring out the nigger,"" but the jail authorities",8173_0.txt
paid no attention to the cries of the,8173_0.txt
rapidly increasing crowd.,8173_0.txt
Suggested an Assault.,8173_0.txt
After a good deal of howling some one,8173_0.txt
"yelled,"" Let's break the door,"" and soon a",8173_0.txt
"line of men appeared carrying a long, heavy",8173_0.txt
"post,",8173_0.txt
At this stage of the game Sheriff Boyd,8173_0.txt
arrived and standing on the east steps of the,8173_0.txt
jail addressed the crowd. The sheriff,8173_0.txt
"said:"" Gentlemen and fellow citi-",8173_0.txt
sheriff,8173_0.txt
of Douglas,8173_0.txt
"zens, as county",8173_0.txt
I command you to disperse. I know what,8173_0.txt
"you want, but Smith is not here, he was",8173_0.txt
"taken away about supper time.""",8173_0.txt
""" A fako. A lie,"" yelled the crowd and",8173_0.txt
then they howled again for the nigger.,8173_0.txt
After a moment the sheriff was able to,8173_0.txt
"continue, and said that he must do his duty",8173_0.txt
and protect the jail.,8173_0.txt
""" If I had my way,"" said Boyd, in closing,",8173_0.txt
""" I would furnish the rope to hang the",8173_0.txt
"wretch.""",8173_0.txt
Bound to Have Blood.,8173_0.txt
"Governor Boyd was sent for, and after",8173_0.txt
"crowding his way to the jail steps, attempted",8173_0.txt
"to speak, but the howling and cat calls",8173_0.txt
"stopped only for a moment, while the governor",8173_0.txt
said:,8173_0.txt
""" For the honor of Omaha, men, desist.",8173_0.txt
Your actions are a disgrace to the city and,8173_0.txt
will bring suame to every man in it. I implore,8173_0.txt
you to cease and let the law take its,8173_0.txt
Bourse. Be men and disperse.,8173_0.txt
""" Give us the nigger,"" yelled"" the crowd.",8173_0.txt
""" We'll tear him limb from limb,"" and the",8173_0.txt
cries drowned the governor's voice.,8173_0.txt
Then the big battering ram was taken up,8173_0.txt
and a few thrusts at the door given.,8173_0.txt
Councilman Morcarty grabbed hold of the,8173_0.txt
bars over the window of the jailer's office,8173_0.txt
and urged the mob on. Morearty started the,8173_0.txt
ball to rolling by thrusting his cane through,8173_0.txt
the bars and breaking the windows. This,8173_0.txt
act was met by applause and the councilman,8173_0.txt
continued until every pane of glass in the,8173_0.txt
two windows was shattered.,8173_0.txt
Battering at the Door.,8173_0.txt
A couple of dozen enraged men then took,8173_0.txt
"up the heavy post and, using it as a ram,",8173_0.txt
started to break through the steel bars. This,8173_0.txt
"could not be done, and attention was turned",8173_0.txt
to the window casing. Every stroke of the,8173_0.txt
timber was greeted with lusty cheers.,8173_0.txt
""" Keep on, we'll get him,"" cried those who",8173_0.txt
stood back and did no work. After a deal of,8173_0.txt
pounding the casing was broken and the iron,8173_0.txt
bars over the north side of the window removed,8173_0.txt
.,8173_0.txt
4,8173_0.txt
""" Let's go in,"" yelled everybody, but no",8173_0.txt
one seemed willing to take the lead as the,8173_0.txt
little jailor's office was filled with police who,8173_0.txt
stood with drawn revolvers.,8173_0.txt
Swarming Into the Jail.,8173_0.txt
"An old white- haired man, Uncle Jimmie",8173_0.txt
"Cannon, who was as much of a leader as any",8173_0.txt
"one, said he would go and started to climb",8173_0.txt
"into the window, but was met by Jailer",8173_0.txt
"Lynch, who held a heavy Colt's revolver",8173_0.txt
at the old man's head and told him to keep,8173_0.txt
out. The leader backed down and the mob,8173_0.txt
hissed. Then a twenty- foot plank was,8173_0.txt
brought up and shoved into the room clearing,8173_0.txt
"it of its occupants, who retreated",8173_0.txt
into the hall. Again the old man stood up,8173_0.txt
"and was cheered. This time be went in, followed",8173_0.txt
"by the mob, who crawled through the",8173_0.txt
"little aperature as fast as possible, while the",8173_0.txt
crowd swarmed up like a pack of hungry,8173_0.txt
wolves.,8173_0.txt
While this was going on Governor Boyd,8173_0.txt
endeavored to dissuade the mob from any,8173_0.txt
"acts of violence, but his council was opposed",8173_0.txt
"by Councilman Morearty, who shouted to the",8173_0.txt
crowd to come on and waved his cane and,8173_0.txt
hat frantically in the air. This sort of talk,8173_0.txt
was all the crowd wanted and they pushed,8173_0.txt
through the window as rapidly as possible.,8173_0.txt
Their Victim in Sight.,8173_0.txt
Once inside the crowd made short work of,8173_0.txt
the door opening from the office into the corridor,8173_0.txt
. The door opening into the large cell,8173_0.txt
on the lower floor was broken and the crowd,8173_0.txt
made its way upstairs to the room where,8173_0.txt
Neal spent the last hours of his life. The,8173_0.txt
door leading to this room was broken open,8173_0.txt
and the crowd surged into the room surrounding,8173_0.txt
"the steel cage, in one corner of",8173_0.txt
which crouched the miserable object of their,8173_0.txt
"search, a blanket wrapped around him and",8173_0.txt
endeavoring to conceal himself.,8173_0.txt
As those inside caught sight of the negro,8173_0.txt
"they set up a howl of delight, which was",8173_0.txt
quickly taken up by the crowd outside.,8173_0.txt
The police and jailers inside followed along,8173_0.txt
with the crowd but were utterly helpless.,8173_0.txt
The sight of the steel cage with its double,8173_0.txt
doors and strong bars did not daunt the attacking,8173_0.txt
party and demands for sledge hammers,8173_0.txt
", crowbars, cold chisels, etc., shouted",8173_0.txt
through the window met with quick response,8173_0.txt
from those outside and soon the,8173_0.txt
noise of resounding blows awakend the,8173_0.txt
echoes outside and were greeted with,8173_0.txt
cheers.,8173_0.txt
Shouting Bulletins.,8173_0.txt
A young fellow took post in the window,8173_0.txt
"and at once established a series of bulletins,",8173_0.txt
shouting to the crowd below as the work,8173_0.txt
progressed. At short intervals he shouted,8173_0.txt
out such items as:,8173_0.txt
""" They are working on the door;"""" The",8173_0.txt
"door is giving way;"""" The nigger is praying",8173_0.txt
";"" We're getting there slow, but sure:""",8173_0.txt
""" The outside door is open;"""" They have to",8173_0.txt
"cut a four- inch bar on the second door;""",8173_0.txt
""" The nigger says he is a burglar;"""" The",8173_0.txt
"niggor is taking it easier than we are,"" and",8173_0.txt
"so on, each sally being greeted with howls",8173_0.txt
and cheers.,8173_0.txt
Police Were Not in It.,8173_0.txt
Meanwhile about a dozen policemen stood,8173_0.txt
"about in the crowd, but they were utterly",8173_0.txt
helpless and did not attempt to do anything.,8173_0.txt
The crowd was constantly receiving accessions,8173_0.txt
", and by this time there were about",8173_0.txt
"10,000 people collected. The hill about the",8173_0.txt
"jail was literally black with people, and Har-",8173_0.txt
ney street from Eighteenth to Sixteenth was,8173_0.txt
"filled with a howling, surging mob. It was a",8173_0.txt
"good- natured mob, however, but it was determined",8173_0.txt
to carry its point. The several,8173_0.txt
policemen in the crowd suddenly conceived,8173_0.txt
the idea of forcing their way to the open window,8173_0.txt
and proceeded to put the idea into effect.,8173_0.txt
They had not gone raore than a few feet,8173_0.txt
when the crowd saw their obiect and the policemen,8173_0.txt
were picked up bodily and carried,8173_0.txt
back to the edge of the crowd.,8173_0.txt
Brought the Firemen.,8173_0.txt
About this time the attention of the crowd,8173_0.txt
was attracted by the noise of heavy wheels,8173_0.txt
and four companies of the fire department,8173_0.txt
arrived on the scene. A connection was,8173_0.txt
made by one of the companies,8173_0.txt
with the hydrant at Eighteenth and,8173_0.txt
and the,8173_0.txt
"Haruey streets, water was",8173_0.txt
turned on. In less than two seconds there,8173_0.txt
twenty fountains spouting in the middle of,8173_0.txt
Harney street and several feet of new hose,8173_0.txt
was ruined by being cut. Other companies,8173_0.txt
"tried to lay lines of hose, but the crowd just",8173_0.txt
picked the hose up as fast as it was strung,8173_0.txt
and carried it into the alley between Farnam,8173_0.txt
"and Harney streets, where it was uncoupled.",8173_0.txt
Seeing all attempts to turn the hose on the,8173_0.txt
"crowd were useless, the firemen were withdrawn",8173_0.txt
.,8173_0.txt
While all this was going on the entire day,8173_0.txt
police force was massed at the north door of,8173_0.txt
the jail under command of Chief Seavey. The,8173_0.txt
object of the chief was to attempt to take the,8173_0.txt
negro from the crowd after they came out,8173_0.txt
of the jail.,8173_0.txt
Captain Cormack's Speech.,8173_0.txt
Becoming impatient at the slow work on,8173_0.txt
"the window, a part of the crowd, under the",8173_0.txt
"leadership of a big, burly red faced man.",8173_0.txt
swarmed around to the south door of the,8173_0.txt
building and up the steps to the entrance to,8173_0.txt
the sheriff's house.,8173_0.txt
""" We'll get in here,"" cried the leader of this",8173_0.txt
"gang, and he pounded on the door.",8173_0.txt
Captain Cormack stood inside and opened,8173_0.txt
the door.,8173_0.txt
""" What do you want?"" asked Cormack.",8173_0.txt
""" We want to get in,"" yelled the crowd in",8173_0.txt
concert. The captain throw a big six shooter,8173_0.txt
up into the face of the leader and said:,8173_0.txt
""" Get out of here. If you make another",8173_0.txt
"move to get in this door I will kill you.""",8173_0.txt
"That kind of talk, coming from a man of",8173_0.txt
Cormack's caliber and backed by his reputation,8173_0.txt
"as a man of nerve and a dead shot, was",8173_0.txt
"too much for the crowd, so they swarmed",8173_0.txt
back and joined the mob on the lawn.,8173_0.txt
"At the norta side, between the",8173_0.txt
jail the,8173_0.txt
and court house people,8173_0.txt
were packed in like sardines,8173_0.txt
in a box. The blows of the hammer on the,8173_0.txt
steel cell recently occupied by Neal came,8173_0.txt
floating out through the window and nearly,8173_0.txt
every blow was greeted by a cheer.,8173_0.txt
Read the Riot Act.,8173_0.txt
"About 10:30 Chief Seavey, accompanied by",8173_0.txt
"a sergeant of police, pushed his way through",8173_0.txt
the crowds to the northeast corner of the,8173_0.txt
"jail, where several men had mounted upon",8173_0.txt
ladders placed against the barred windows.,8173_0.txt
Pulling the men from the ladder the chief,8173_0.txt
turned to the crowd and in a loud tone of,8173_0.txt
voice exclaimed:,8173_0.txt
""" In the name of the state of Nebraska I",8173_0.txt
hereby command you to disperse to your,8173_0.txt
"several homes.""",8173_0.txt
The command was received with mingled,8173_0.txt
cheers and yells of derision. Mounting the,8173_0.txt
ladder Chief Seavey finally managed to make,8173_0.txt
himself heard above the uproar. He said:,8173_0.txt
""" Gentleman- The little girl who was injured",8173_0.txt
and reported dead by the papers this,8173_0.txt
"afternoon is still alive and doing well.""",8173_0.txt
"That was all the chief managed to say, for",8173_0.txt
his voice was once more drowned in the balel,8173_0.txt
of sounds.,8173_0.txt
"They Made the Run,",8173_0.txt
At twenty- five minutes past 12 the leaders,8173_0.txt
of the mob called to the crowd to give them,8173_0.txt
room to get out of the window of the jail,8173_0.txt
office. With a blood curdling yell the crowd,8173_0.txt
gave way for the leaders and the doomed,8173_0.txt
Several men out of,8173_0.txt
man. sprang,8173_0.txt
the window with the in,8173_0.txt
rope,8173_0.txt
"their hands, others shoved the half",8173_0.txt
dead brute out of the window and then the,8173_0.txt
most fearful work ever witnessed at the,8173_0.txt
hands of a mob in Omaha was performed,8173_0.txt
amid the piercing yells of thousands of desperate,8173_0.txt
men.,8173_0.txt
No Pity for the Brute.,8173_0.txt
The rope was grasped by fully a hundred,8173_0.txt
men and they ran down the declining roadway,8173_0.txt
to the corner of Seventeenth and,8173_0.txt
Harney streets. The black brute was,8173_0.txt
dragged by the neck all the way,8173_0.txt
and must have been nearly dead,8173_0.txt
before he had been dragged 100 feet. The,8173_0.txt
"mob rushed upon him, kicking and jumping",8173_0.txt
upon him as he was jerked down over the,8173_0.txt
"rough pavement, his clothing being almost",8173_0.txt
"entirely torn from his body, and the skin",8173_0.txt
and flesh bruised and bleeding in a shocking,8173_0.txt
manner.,8173_0.txt
It is about seventy yards from the jail,8173_0.txt
window to the corner of the court house,8173_0.txt
square. This run of death was made in less,8173_0.txt
time than it takes to tell it.,8173_0.txt
Policemen Struggle with the Mob.,8173_0.txt
The officers struggled manfully to save the,8173_0.txt
"doomed man, but they were absolutely helpless",8173_0.txt
"in the midst of the yelling, frenzied",8173_0.txt
crowd of determined men.,8173_0.txt
The leaders in the rope brigade made for a,8173_0.txt
telegraph pole at the southwest corner of,8173_0.txt
"Harney and Seventeenth, but when one of",8173_0.txt
the lynchers had climed up the pole he found,8173_0.txt
"no projection to throw the rope across, and he",8173_0.txt
quickly descended and led the way to,8173_0.txt
a pole that stands diagonally across the,8173_0.txt
"street, directly north and across the street",8173_0.txt
from Boyd's theatre. It required at lea t,8173_0.txt
five minutes for those who had the man in,8173_0.txt
hand to get across the street.,8173_0.txt
A determined effort was made by the,8173_0.txt
police to rescue Coe. A back had,8173_0.txt
been driven through the crowd and,8173_0.txt
stopped near the corner of the street.,8173_0.txt
Toward this hack the police officers made a,8173_0.txt
rush with the doomed man and a few of the,8173_0.txt
leaders of the mob.,8173_0.txt
All Efforts to Save Him Vain.,8173_0.txt
The struggle was that of giants. The,8173_0.txt
officers had the good sense not to draw their,8173_0.txt
clubs or revolvers. If they had there would,8173_0.txt
have been terrible bloodshed. They succeeded,8173_0.txt
in getting the culprit into a,8173_0.txt
"hack, but the horses were quickly unhitched",8173_0.txt
and the officers overpowered.,8173_0.txt
Again the mob was in possession of the,8173_0.txt
doomed man. But the officers made one more,8173_0.txt
determined effort to save the almost dead,8173_0.txt
man from the hands of the mob. They,8173_0.txt
"rushed toward another hack, but the crowd",8173_0.txt
turned it upside down and actually smashed,8173_0.txt
