value,filename
committed this crime against civilization,89585_1.txt
. outrages as this Millington,89585_1.txt
Such,89585_1.txt
"affair would disgrace any community,",89585_1.txt
and an example must be made of the,89585_1.txt
who composed the mob. There,89585_1.txt
"savages is no use in talking about the matter,",89585_1.txt
"action is what is necessary, and this",89585_1.txt
there will be at once. Lynchings must,89585_1.txt
"stopped in Tennessee, if it is in my",89585_1.txt
"power be to do so, and I believe that it is.""",89585_1.txt
Indictments Being Found Right Along.,89585_2.txt
Turney and Cooper Mean Business.,89585_2.txt
"MEMPHIS, Sept. 6.- The investigation",89585_2.txt
into the lynching of the six negroes,89585_2.txt
"near Millington, this county, is being",89585_2.txt
pushed with vigor and the grand jury,89585_2.txt
has returned five indictments and more,89585_2.txt
will follow. Among those indicted are,89585_2.txt
Detective W. S. Richardson who arrested,89585_2.txt
the negroes and led them into the,89585_2.txt
"Atkinson,",89585_2.txt
man who drove the wagon on the night,89585_2.txt
"of the lynching; Jeff Laxton, a merchant",89585_2.txt
"of Kerrville, supposed to have",89585_2.txt
been leader of the mob; Mike Strick,89585_2.txt
"fadden and Jim Sisselly, members of",89585_2.txt
the vigilants.,89585_2.txt
Reports from Kerrville and Milling,89585_2.txt
ton state that the lynchers becama,89585_2.txt
alarmed over the firm stand of Governor,89585_2.txt
"Turney and Judge Cooper, and many",89585_2.txt
are making preparations to leave th,89585_2.txt
country. A sheriff's posse went to Kerr,89585_2.txt
ville during the night for the purpos:,89585_2.txt
of capturing those suspected of complicity,89585_2.txt
in the lynching before they escaped.,89585_2.txt
There are six counts in each bill.,89585_2.txt
"Richardson, Laxton and Atkinson were",89585_2.txt
"out on$ 5,000 bail each, but were imm",89585_2.txt
diately rearrested and jailed after the,89585_2.txt
finding of the indictments.,89585_2.txt
"Ed Smith, a farmer, living near Kerr",89585_2.txt
"ville, also been arrested, charged",89585_2.txt
with the has same crime.,89585_2.txt
"Walter Pryor, the negro murderer of G.",89586_0.txt
"F. Quest, was taken to Birmingham last",89586_0.txt
night for safe keeping. He was badly,89586_0.txt
frightened at Attalla when he saw a large,89586_0.txt
"crówd gathered there, it was a",89586_0.txt
mob bent on lynching believing him.,89586_0.txt
"Two SURVEYORS, John Allen and son,",89587_0.txt
"on the 29th, ordered a cowboy settler",89587_0.txt
"off his claim, near Alva, Okla., which",89587_0.txt
they said belonged to a Bohemian who,89587_0.txt
accompanied them.,89587_0.txt
The cowboy shot,89587_0.txt
"and killed both the Allens, and was arrested",89587_0.txt
. The Bohemian,89587_0.txt
took possession,89587_0.txt
of the claim. At night,89587_0.txt
a mob,89587_0.txt
him. lynched,89587_0.txt
"so now, however. The others day two",89588_0.txt
negroes were lynched for poisoning,89588_0.txt
mules in a southern state. by,89588_0.txt
to receive stripes. People in Shiner.,89588_0.txt
"Texas, have adopted a more drastic er",89588_0.txt
method- they have started to lynch,89588_0.txt
"such offenders, will be seen by an",89588_0.txt
item elsewhere as in the Gazette.,89588_0.txt
Speak Out Against Mob Law.,89589_0.txt
The Chattanoga Times of Thurs,89589_0.txt
day condemns- editorially the recent,89589_0.txt
lynching of Alfred Blount in that,89589_0.txt
city.,89589_0.txt
Doubts of the guilt of the victim,89589_0.txt
exist among the the people there,89589_0.txt
reported by the Times. as,89589_0.txt
Mob law is a menance to the safes,89589_0.txt
ty of the innocent and the public,89589_0.txt
peace and welfare. The law should,89589_0.txt
"punish these crimes, and be supreme.",89589_0.txt
""" The Times says;",89589_0.txt
Again Chattanooga has had an,89589_0.txt
experience of lynch law. The jail,89589_0.txt
"has been violated, a prisoner taken",89589_0.txt
"out and hanged by a mob who had,",89589_0.txt
could have in the nature of the case,89589_0.txt
"and proceedings, no positive evidence",89589_0.txt
that they were wreaking yen,89589_0.txt
"geance on a ravisher, or putting to",89589_0.txt
death an innocent man.,89589_0.txt
The wrong morals and wrong pol-,89589_0.txt
icy of such an act are not debatable,89589_0.txt
questions. The men of sense who,89589_0.txt
"engaged in the lynching, when cool,",89589_0.txt
will admit that it was a frightened,89589_0.txt
"wrong, in contemplation of law, ab",89589_0.txt
abstract right and the highest interest,89589_0.txt
of society.,89589_0.txt
We believe that one judicial hanging,89589_0.txt
of a rapist will do more to stop,89589_0.txt
the beastly crime than ten lynchings,89589_0.txt
We believe this on what we believe,89589_0.txt
"are sound deductions from fact,",89589_0.txt
"The arrest, incarceration, orderly",89589_0.txt
"trial, considerable time between sen-",89589_0.txt
"tence and execution, give the news",89589_0.txt
of the whole transaction time to percolate,89589_0.txt
through even the dull brains,89589_0.txt
"of the two- legged brutes, whose teń-",89589_0.txt
dencies lead them to gratifiy theired,89589_0.txt
lust at all hazards. In this the,89589_0.txt
way,89589_0.txt
lesson has a wider effect than can the,89589_0.txt
"lynching of such a beast, which is",89589_0.txt
"but a few hours' sensation, a few",89589_0.txt
"days' topic, and then forgotten.",89589_0.txt
In a country of courts the safety,89589_0.txt
of society. as well as the protection,89589_0.txt
"of innocent men accused, lies in the",89589_0.txt
regular enforcement of the law.,89589_0.txt
"There is no question about this,",89589_0.txt
"Those who, following their passions",89589_0.txt
"and revengeful spirit, make an exception",89589_0.txt
"to this general rule, admit",89589_0.txt
postulate that the lawful course,89589_0.txt
"the is the only sate course, in all cases",89589_0.txt
We believe it is best in all cases.,89589_0.txt
We know that the community which,89589_0.txt
"adheres to the law, excepting no",89589_0.txt
crime to the jurisdiction of Judge,89589_0.txt
"Lynch, is not only the most prosper-",89589_0.txt
"oust and desirable community, but",89589_0.txt
freest of,89589_0.txt
"the most peaceable, crimes,",89589_0.txt
hence the happiest,89589_0.txt
"great and petty,",89589_0.txt
",",89589_0.txt
We have a judge who can be implicitly,89589_0.txt
trusted to enforce the extreme,89589_0.txt
penalty of the law on such,89589_0.txt
offenders as it is charged the man,89589_0.txt
"was, whom the mob hanged from the",89589_0.txt
bridge Tuesday night. That judge,89589_0.txt
would see that the right man was,89589_0.txt
punished; there would be no mistake,89589_0.txt
no chance of mistake. The murdering,89589_0.txt
"of no man, in his jurisdiction, is",89589_0.txt
"needed to insure the doing of justice,",89589_0.txt
"Hence the violence in this case, pre",89589_0.txt
cedud by criminal destruction of,89589_0.txt
of inno,89589_0.txt
property and today an insult to,89589_0.txt
"majesty of the law, but a defiance the of",89589_0.txt
"and insult to the court,",89589_0.txt
"Besides all this, the lynching is a",89589_0.txt
"black eye for Chattanooga, a fearful",89589_0.txt
damage to our repute in quarters,89589_0.txt
bowhere we are peculiarly needing to,89589_0.txt
make and hold a reputation for,89589_0.txt
law and order. Viewed from any,89589_0.txt
"standpoint, lynch law, in a community",89589_0.txt
"like ours, is of bad effect, to say",89589_0.txt
nothing of the that every man engaged,89589_0.txt
in a lynching makes of himself,89589_0.txt
a murderer in the sight of God and,89589_0.txt
"well regulated men, in the purview",89589_0.txt
of the law and contemplation of,89589_0.txt
morality.,89589_0.txt
If the courts do their duty- and,89589_0.txt
we believe they will- the end of,89589_0.txt
Tuesday night's business at the jail,89589_0.txt
and at the bridge is not yet; and the,89589_0.txt
"end will be less pleasant, perhaps,",89589_0.txt
than was the strangling and riddling,89589_0.txt
"with lead, of a helpless prisoner, the",89589_0.txt
absolute ascertainment of whose,89589_0.txt
has been made impossible by,89589_0.txt
guilt the lawle's destruction of his life.,89589_0.txt
"Young Spicer, who is 30 years of age,",89590_0.txt
"was charged with having hired Joe Green,",89590_0.txt
"his negro chauffeur, to kill Mrs. Spicer,",89590_0.txt
"and it was testified that Spicer, a few",89590_0.txt
"hours later, led the mob which lynched",89590_0.txt
Green.,89590_0.txt
"During the trial which lasted a week,",89590_0.txt
much sensational testimony was developed,89590_0.txt
as a result of which presiding Judge,89590_0.txt
Alston ordered Spicer removed to the,89590_0.txt
"county jail for safe keeping,",89590_0.txt
pending Montgomery an appeal.,89590_0.txt
"HONG DI, the Chinaman who killed",89591_0.txt
"Mrs. Billou six months ago, was taken",89591_0.txt
"from jail at Colusa, Cal., on the 11th, by",89591_0.txt
lynched. The death sentence,89591_0.txt
douth,89591_0.txt
"a mob, and",89591_0.txt
sente,89591_0.txt
had commuted.,89591_0.txt
been dollars,89591_0.txt
"Atlanta, Ga .. Aug. 18.- Governor",89592_0.txt
Harris today declared that all the legal,89592_0.txt
machinery of the state will be put in,89592_0.txt
motion to apprehend the men who,89592_0.txt
Leo Frank at Marietta.,89592_0.txt
"lynched"" This affair is shocking,",89592_0.txt
"Albany, N. Y., Aug. 18- Louis Marshall",89592_0.txt
", who acted as attorney for Leo",89592_0.txt
M. Frank in the United States gu-,89592_0.txt
"preme court, was xehement in his denunciation",89592_0.txt
of Frank's slayers when he,89592_0.txt
heard yesterday of the lynching of,89592_0.txt
former client. his,89592_0.txt
"Washington, Aug. 18.- Secretary of",89592_0.txt
the Navy Daniels last night issued the,89592_0.txt
following formal statement on the,89592_0.txt
lynching of M. Frank:,89592_0.txt
""" I am shocked Leo beyond expression",89592_0.txt
man about 25 years old. The body was,89593_0.txt
of Jabe Gathright and a mob had,89593_0.txt
that shot him to death the night before.,89593_0.txt
"Jack Jones, a negro hailing from Ma",89594_0.txt
"con, Ga., made an unsuccessful criminal",89594_0.txt
assault on Mrs. John Haggard and Miss,89594_0.txt
"Hedgroth, who live near Rockwood, Tenn.,",89594_0.txt
a few nights ago. He afterward,89594_0.txt
caught by an angry mob and was lynched.,89594_0.txt
TROOPS HURRIED TO,89595_0.txt
PROTECT MAN FROM,89595_0.txt
THE ANGRY CITIZENS,89595_0.txt
Mob Threatens to Lynch,89595_0.txt
Man Accused of Assault,89595_0.txt
"in Salem,",89595_0.txt
Illincis,89595_0.txt
"Salem, Ill., March 14.- State troops were",89595_0.txt
sent to Salem tonight by Governor Dunne,89595_0.txt
to aid in quelling a mob that surrounded,89595_0.txt
the jail and threatened to lynch Frank,89595_0.txt
"Sullens, white, who is held on a charge",89595_0.txt
"of attacking Dorothy Holt, 14 years old,",89595_0.txt
daughter of Judge Charles Holt.,89595_0.txt
The,89595_0.txt
angry citizens became so insistent in,89595_0.txt
their demands for possession of the prisoners,89595_0.txt
that Sheriff Purcell telegraphed for,89595_0.txt
militia and Adjutant General Dickinson,89595_0.txt
and a company of soldiers were sent on,89595_0.txt
a special train.,89595_0.txt
When news came that the troops were,89595_0.txt
on the way the mob dispersed but soon,89595_0.txt
gathered again.,89595_0.txt
After the sheriff and his deputies had,89595_0.txt
made repeated efforts to drive away they,89595_0.txt
"crowd, many went home, but more than",89595_0.txt
"200 men, who declared they would hang",89595_0.txt
"the prisoner, filled the streets with angry",89595_0.txt
"shouts, surrounding the jail several times,",89595_0.txt
only to be driven back by the sheriff's,89595_0.txt
force.,89595_0.txt
the,89595_0.txt
"To aid in preserving order, all",89595_0.txt
"preachers and aldermen, and several",89595_0.txt
"members, seized all the whisky and beer",89595_0.txt
they could find and poured it into the,89595_0.txt
gutters.,89595_0.txt
The victim of the attack was on her,89595_0.txt
way home from a moving picture show,89595_0.txt
last night when a man seized her by the,89595_0.txt
"throat, gagged her with a handkerchief",89595_0.txt
and took her a mile and a half out of,89595_0.txt
the town to a slaughter house. The girlgret,89595_0.txt
lost consciousness and remained in the,89595_0.txt
slaughter pen until today. She finally regained,89595_0.txt
her senses and walked home. She,89595_0.txt
is in a serious condition.,89595_0.txt
Sullens was arrested this afternoon.,89595_0.txt
It is said he admitted that he dragged,89595_0.txt
"the girl to the slaughter house, but did",89595_0.txt
so for another man who promised him,89595_0.txt
5 and a drink of whisky. The girl said,89595_0.txt
$ she saw no one but Sullens.,89595_0.txt
"Muskogee, Okla., March 31- Marie",89596_0.txt
"Scott, a Negress who on Sunday night,",89596_0.txt
"killed Lemuel Peace, a young white",89596_0.txt
man by driving a knife into his heart,89596_0.txt
was taken out of the county jail early,89596_0.txt
today and hanged to a telegraph pole.,89596_0.txt
A masked mob overpowered the jailer.,89596_0.txt
and a one- armed man threw a rope,89596_0.txt
over woman's head and dragged,89596_0.txt
her out the.,89596_0.txt
"Xenia, Ohio, is excited over the at",89597_0.txt
tempt of a mob of negroes to lynch Sher,89597_0.txt
"man, who stabbed Frank Law",89597_0.txt
rence Jackson to death at a dance.,89597_0.txt
NEGROES INDICTED,89598_0.txt
FOR KILLING FARMER,89598_0.txt
Two Who Were Threatened,89598_0.txt
With Lynching to Be,89598_0.txt
Tried at Once,89598_0.txt
"Baltimore, December 30.- Acting on",89598_0.txt
information received from Chestertown,89598_0.txt
Governor Goldsborough issued an order,89598_0.txt
for battalion of the Fifth,89598_0.txt
a regiment,89598_0.txt
",",89598_0.txt
"national guard, to leave here for that",89598_0.txt
place tonight.,89598_0.txt
Three companies went,89598_0.txt
on a special train and one company,89598_0.txt
embarked on a state steamer at An-,89598_0.txt
napolis. It is expected they will arrive,89598_0.txt
between 1 and 2 o'clock tomorrow,89598_0.txt
morning.,89598_0.txt
While there was no indication of,89598_0.txt
"further trouble at Chestertown, it is",89598_0.txt
understood the authorities believed,89598_0.txt
there,89598_0.txt
was a possibility that if only,89598_0.txt
one of the negroes charged with slaying,89598_0.txt
James R. Coleman is convicted of,89598_0.txt
first degree murder the other might,89598_0.txt
be lynched.,89598_0.txt
"Chestertown, Md., December 30.- An in-",89598_0.txt
indictment charging murder in the first degree,89598_0.txt
was returned by the Kent county,89598_0.txt
grand jury this afternoon against Norman,89598_0.txt
"Mabel and James Paraway, negroes, for",89598_0.txt
"killing James R. Coleman, a well to do",89598_0.txt
"farmer, last Tuesday night. Both had",89598_0.txt
"confessed their guilt, robbery being the",89598_0.txt
motive of the crime It is expected,89598_0.txt
. the,89598_0.txt
trial will begin tomorrow.,89598_0.txt
Chief Judge Constable instructed the,89598_0.txt
grand jury to rigidly investigate the,89598_0.txt
storming of the jail Saturday night by a,89598_0.txt
mob endeavoring to lynch the negroes.,89598_0.txt
He urged the indictment of all implicated,89598_0.txt
.,89598_0.txt
It is understood State's Attorney Vick-,89598_0.txt
ers has the names of a number of men alleged,89598_0.txt
to have part in the attack,89598_0.txt
on the jail. Few taken wore masks.,89598_0.txt
SPICER WILL APPEAL,89599_0.txt
TO SUPREME COURTA,89599_0.txt
FOR ANOTHER TRIAL,89599_0.txt
Covington Planter Was,89599_0.txt
Given Life Term for Murder,89599_0.txt
of Wife to Collect,89599_0.txt
Insurance,89599_0.txt
"Montgomery, January 17 .-( Special)",89599_0.txt
"Sam Spicer, the Covington county farmer,",89599_0.txt
will appeal to the supreme court next,89599_0.txt
week to give him another chance to prove,89599_0.txt
that he did not kill his wife and place the,89599_0.txt
crime on a negro whom he had employed.,89599_0.txt
Spicer was convicted and given a life sentence,89599_0.txt
", but appealed and has been in the",89599_0.txt
Montgomery county jail pending disposition,89599_0.txt
of his case in the high court.,89599_0.txt
At the same time Spicer's case is submitted,89599_0.txt
the state will ask the supreme,89599_0.txt
court to reverse the Covington county,89599_0.txt
criminal court in its ruling that Spicer,89599_0.txt
should be allowed bail.,89599_0.txt
Soon after Spicer was arrested he entered,89599_0.txt
habeas corpus proceedings and the,89599_0.txt
lower court ordered him released on bond.,89599_0.txt
The state appealed and this prevented,89599_0.txt
"Spicer's release, until the original case",89599_0.txt
had been tried.,89599_0.txt
To make sure that there could be no,89599_0.txt
hitch by which Spicer could obtain his,89599_0.txt
liberty in the event the supreme court,89599_0.txt
reversed the original case and remanded,89599_0.txt
"it back to the lower court for trial, the",89599_0.txt
state appealed from the court's ruling,89599_0.txt
in the habeas corpus case.,89599_0.txt
"Spicer was charged with killing his wife,",89599_0.txt
so he could collect insurance on her life.,89599_0.txt
He claimed a negro named Green murdered,89599_0.txt
Mrs. Spicer and a mob lynched the,89599_0.txt
negro later. One of the allegations of,89599_0.txt
the state was that Spicer was a member,89599_0.txt
of the mob and fired the shot which took,89599_0.txt
the negro's life.,89599_0.txt
"Cases from the fourth division, composed",89599_0.txt
"of the counties of Barbour, Bullock,",89599_0.txt
"Coffee, Covington, Crenshaw, Dale, Geneva",89599_0.txt
", Henry, Houston and Pike, will be",89599_0.txt
by the supreme court next,89599_0.txt
considered week.,89599_0.txt
NEGRO LYNCHED,89600_0.txt
BY ANGRY MOB,89600_0.txt
Citizens Take Negro From,89600_0.txt
South Carolina Jail and,89600_0.txt
Riddle Body With Bullets,89600_0.txt
"Laurens, 8. C., August 12.- Richard",89600_0.txt
"Puckett, a young negro charged with at-",89600_0.txt
tempted criminal assault near here yes,89600_0.txt
"today, was taken from the jail hère",89600_0.txt
1:30 o'clock this morning by a mob esti-,89600_0.txt
"nated to numer 2000 men, and hanged to",89600_0.txt
a beam of a railway trestle near the,89600_0.txt
Laurens depot. Several hundred bullets,89600_0.txt
"were then fired into his body, and the",89600_0.txt
"mob dispersed, leaving the body hanging",89600_0.txt
to be examined by a coroner's jury today.,89600_0.txt
Although Sheriff Owings was quoted as,89600_0.txt
"saying the negro confessed to him, Puck",89600_0.txt
ett made a denial of his guilt just before,89600_0.txt
he was strung up by the mob:,89600_0.txt
Puckett was charged with having at-,89600_0.txt
tacked a young woman who was driving,89600_0.txt
in a buggy along a lonely road near,89600_0.txt
here yesterday morning. It is said he,89600_0.txt
"dragged her from the buggy, but fled",89600_0.txt
when she called to her two brothers who,89600_0.txt
were following her in another buggy.,89600_0.txt
Laurens officers captured Puckett soon,89600_0.txt
"after they had begun their search, but",89600_0.txt
The young worian who had been attacked,89600_0.txt
"failed to identify him. However, it is",89600_0.txt
said bloodhounds were then used to- fasten,89600_0.txt
guilt on him.,89600_0.txt
The mob overpowered the sheriff and,89600_0.txt
"deputies, breaking down a door of the",89600_0.txt
Jail and one of the steel where,89600_0.txt
cages,89600_0.txt
Puckett was confined. The lynching did,89600_0.txt
not take place until several hours after,89600_0.txt
the first of the crowd began to,89600_0.txt
at the jail. assemble,89600_0.txt
today by the armed party which took,89601_0.txt
him. He was hanged to a tree.,89601_0.txt
miles from,89601_0.txt
Frank was brought 100,89601_0.txt
been lynched. He expressed himself,89601_0.txt
as deeply shocked and indignant.,89601_0.txt
""" The act was a consummate outrage",89601_0.txt
","" Mr. Slaton,"" and every man",89601_0.txt
"the lynching should said be hanged, for",89601_0.txt
News:,89601_0.txt
Mob Lynches Leo Frank.,89601_0.txt
Takes Prisoner From State Officials,89601_0.txt
Armed. Band Had Plans Well Laid.,89601_0.txt
RIDDLE NEGRO'S,89602_0.txt
BODY WITH BULLETS,89602_0.txt
Negro Who Assists Murderer,89602_0.txt
to Escape in Florida,89602_0.txt
Dealt With by Mob,89602_0.txt
"Montgomery, July 10.- A special from",89602_0.txt
"Pensacola, Fla., says that a negro",89602_0.txt
"known"" Kid"" Tempers taken",89602_0.txt
as was,89602_0.txt
"from the jail at Blountstown, Fla.,",89602_0.txt
shortly after midnight last night by a,89602_0.txt
mob of citizens and lynched. The mob,89602_0.txt
overpowed the jailer and carried Tempers,89602_0.txt
"to the river bank, where he was",89602_0.txt
"strung up to a limb, his body later being",89602_0.txt
riddled with bullets.,89602_0.txt
"The negro assisted another negro,",89602_0.txt
who had killed a deputy sheriff of the,89602_0.txt
"neighborhood, to escape by giving him",89602_0.txt
money and keeping him in hiding. His,89602_0.txt
lodgings consisted of a veritable arsenal,89602_0.txt
. The mill town where the lynch-,89602_0.txt
occurred is quiet. The coroner's,89602_0.txt
"verdict"" death caused the hands",89602_0.txt
at,89602_0.txt
"of unknown was parties.""",89602_0.txt
Henderson Among First to Reply,89603_0.txt
"Charles Henderson, whom Mr. Comer",89603_0.txt
"declared to be the"" maverick"" captured",89603_0.txt
"by the Louisville and Nashville,",89603_0.txt
"and branded as its own, issued a formal",89603_0.txt
"statement."" He must substantiate",89603_0.txt
"these charges,"" said the president of",89603_0.txt
"the railroad commission,"" or prove him",89603_0.txt
self to be one who invents and eir,89603_0.txt
culates untruthful statements for his,89603_0.txt
"own benefit.""",89603_0.txt
"Sam Kennedy, secretary of the rail",89603_0.txt
"road commission, and who also was as",89603_0.txt
"sailed by Mr. Comer, declared in his",89603_0.txt
statement that he had only his good,89603_0.txt
"name,"" for he had never possessed the",89603_0.txt
inclination or the opportunity to lay,89603_0.txt
the foundation of a fabulous fortune,89603_0.txt
"by selling whisky to negroes."" Mr.",89603_0.txt
Kennedy also charged that Mr. Comer,89603_0.txt
in the' 80s led a mob bent on lynching,89603_0.txt
two men who were never convicted,89603_0.txt
of the offense for which the mob,89603_0.txt
desired to murder them.,89603_0.txt
