Unnamed: 0,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
8462,8155,1,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/8/4/ed-1/seq-2/1,North Dakota
8460,8155,2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/8/4/ed-1/seq-2/1,North Dakota
8461,8155,3,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/8/4/ed-1/seq-2/1,North Dakota
13376,8165,0,sn85059533,"Martinsburg herald (Martinsburg, W....)",1891,4,4,seq-1,ed-1,1,https://articleextractor.org/pages/8165/wvu_boros_ver02/sn85059533/4/4/ed-1/seq-1/1,West Virginia
6980,8166,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1893,9,30,seq-2,ed-1,1,https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375/9/30/ed-1/seq-2/1,Mississippi
7900,8168,0,sn91068076,"Asheville daily citizen (Asheville, N.C.)",1893,2,1,seq-1,ed-1,1,https://articleextractor.org/pages/8168/ncu_cane_ver01/sn91068076/2/1/ed-1/seq-1/1,North Carolina
9143,8169,0,sn83030193,"The evening world (New York, N.Y.)",1891,4,28,seq-2,ed-2,1,https://articleextractor.org/pages/8169/nn_isahakyan_ver01/sn83030193/4/28/ed-2/seq-2/1,New York
4137,8170,0,sn85029677,"Phillipsburg herald (Phillipsburg, K...)",1893,2,2,seq-7,ed-1,1,https://articleextractor.org/pages/8170/khi_curry_ver01/sn85029677/2/2/ed-1/seq-7/1,Kansas
6547,8172,0,sn89067274,,1893,2,2,seq-2,ed-1,1,https://articleextractor.org/pages/8172/mohi_garfield_ver01/sn89067274/2/2/ed-1/seq-2/1,Missouri
7431,8173,0,sn99021999,,1891,10,10,seq-1,ed-1,1,https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999/10/10/ed-1/seq-1/1,Nebraska
1490,8176,0,sn94053256,"Waterbury evening Democrat (Waterbury, Conn...)",1891,10,30,seq-1,ed-1,1,https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256/10/30/ed-1/seq-1/1,Connecticut
8457,8180,0,sn87096037,"The Hope pioneer (Hope, N.D.)",1892,11,4,seq-2,ed-2,1,https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037/11/4/ed-2/seq-2/1,North Dakota
5907,8181,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1891,10,4,seq-1,ed-1,1,https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522/10/4/ed-1/seq-1/1,Minnesota
6977,8183,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1889,9,21,seq-2,ed-1,1,https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375/9/21/ed-1/seq-2/1,Mississippi
9497,8186,0,sn84028272,"The enterprise (Wellington, Ohi...)",1893,9,27,seq-6,ed-1,1,https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/9/27/ed-1/seq-6/1,Ohio
1024,8187,0,sn84020558,"Arizona republican (Phoenix, Ariz.)",1892,1,15,seq-5,ed-1,1,https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1/15/ed-1/seq-5/1,Arizona
6472,8188,0,sn93060412,"The intelligencer (Lexington, Mo.)",1890,9,6,seq-3,ed-1,1,https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/9/6/ed-1/seq-3/1,Missouri
11414,8189,0,sn86064205,,1887,2,3,seq-6,ed-1,1,https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/2/3/ed-1/seq-6/1,Texas
4229,8190,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1910,9,3,seq-12,ed-1,1,https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/9/3/ed-1/seq-12/1,Kansas
6019,8191,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1893,8,29,seq-4,ed-1,1,https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/8/29/ed-1/seq-4/1,Minnesota
11683,8192,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1887,7,28,seq-1,ed-1,1,https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/7/28/ed-1/seq-1/1,Utah
2112,8193,0,sn82014424,"The Evening critic (Washington, D.C...)",1884,1,17,seq-1,ed-1,1,https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1/17/ed-1/seq-1/1,District of Columbia
10603,8194,0,sn98062948,,1887,11,17,seq-2,ed-1,1,https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/11/17/ed-1/seq-2/1,South Dakota
1983,8196,0,sn86053573,,1887,6,14,seq-1,ed-1,2,https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/6/14/ed-1/seq-1/2,District of Columbia
656,8197,0,sn84023017,"The Russellville Democrat (Russellville, A...)",1893,11,30,seq-2,ed-1,1,https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/11/30/ed-1/seq-2/1,Arkansas
5123,8200,0,sn87090131,"Tensas gazette (St. Joseph, La.)",1909,4,30,seq-4,ed-1,1,https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/4/30/ed-1/seq-4/1,Louisiana
9829,8201,0,sn85038161,"The News-Herald (Hillsboro, High...)",1887,2,10,seq-2,ed-1,1,https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/2/10/ed-1/seq-2/1,Ohio
4117,8202,0,sn85030221,"The Emporia weekly news (Emporia, Kan.)",1885,7,2,seq-1,ed-1,1,https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/7/2/ed-1/seq-1/1,Kansas
13593,8204,0,sn86072173,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",1888,10,28,seq-1,ed-1,2,https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/10/28/ed-1/seq-1/2,Wyoming
2319,8207,0,sn83030214,New-York tribune (New York [N.Y.]),1888,12,27,seq-4,ed-1,2,https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/12/27/ed-1/seq-4/2,New York
3391,8208,0,sn84022135,"Idaho semi-weekly world (Idaho City, Ida...)",1888,4,10,seq-2,ed-1,2,https://articleextractor.org/pages/8208/idhi_eliot_ver01/sn84022135/4/10/ed-1/seq-2/2,Idaho
6770,8213,0,sn86074058,"The Brookhaven leader (Brookhaven, Mis...)",1888,6,21,seq-2,ed-1,3,https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/6/21/ed-1/seq-2/3,Mississippi
2341,8215,0,sn83045462,"Evening star (Washington, D.C...)",1912,10,6,seq-24,ed-1,2,https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/10/6/ed-1/seq-24/2,District of Columbia
12752,8216,0,sn87008085,"The Newport miner (Newport, Wash.)",1912,12,12,seq-7,ed-1,2,https://articleextractor.org/pages/8216/wa_duwamish_ver01/sn87008085/12/12/ed-1/seq-7/2,Idaho
3448,8220,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,7,22,seq-5,ed-1,2,https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/7/22/ed-1/seq-5/2,Indiana
1706,8222,0,sn84025968,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1890,11,1,seq-2,ed-1,2,https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/11/1/ed-1/seq-2/2,California
4309,8223,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1888,11,15,seq-2,ed-1,2,https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386/11/15/ed-1/seq-2/2,Kansas
4228,8226,0,sn82015485,"Western Kansas world (WaKeeney, Kan.)",1889,7,13,seq-7,ed-1,1,https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/7/13/ed-1/seq-7/1,Kansas
4424,8235,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1896,12,28,seq-4,ed-1,2,https://articleextractor.org/pages/8235/khi_inge_ver01/sn82016014/12/28/ed-1/seq-4/2,Kansas
7680,8237,0,sn94056415,,1897,2,12,seq-6,ed-1,2,https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/2/12/ed-1/seq-6/2,Nebraska
1810,8240,0,sn85042462,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1910,7,4,seq-1,ed-1,1,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/7/4/ed-1/seq-1/1,California
4905,8241,0,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1886,10,8,seq-2,ed-1,1,https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/10/8/ed-1/seq-2/1,Kentucky
2726,8242,0,sn86090947,,1909,6,4,seq-1,ed-1,1,https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/6/4/ed-1/seq-1/1,Georgia
1223,8244,0,sn90051548,,1909,11,18,seq-3,ed-1,1,https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/11/18/ed-1/seq-3/1,Colorado
4411,8245,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/9/4/ed-1/seq-2/1,Kansas
4413,8245,1,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/9/4/ed-1/seq-2/1,Kansas
3413,8246,0,sn86091095,"The Ketchum keystone (Ketchum, Idaho)",1887,5,14,seq-3,ed-1,1,https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/5/14/ed-1/seq-3/1,Idaho
2605,8247,0,sn86063034,"The morning news (Savannah, Ga.)",1887,7,20,seq-2,ed-1,1,https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/7/20/ed-1/seq-2/1,Georgia
13147,8248,0,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1,Wisconsin
13148,8248,1,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1,Wisconsin
13149,8248,2,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1,Wisconsin
395,8250,0,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/5/20/ed-1/seq-1/1,Arkansas
397,8250,1,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/5/20/ed-1/seq-1/1,Arkansas
7098,8253,0,sn85034447,"The Magnolia gazette (Magnolia, Miss.)",1892,6,25,seq-3,ed-1,1,https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/6/25/ed-1/seq-3/1,Mississippi
10973,8257,0,sn93063896,,1886,2,27,seq-4,ed-1,1,https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/2/27/ed-1/seq-4/1,Tennessee
6499,8259,0,sn89067453,,1892,2,18,seq-4,ed-1,1,https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/2/18/ed-1/seq-4/1,Missouri
3657,8268,0,sn87082573,,1884,6,28,seq-3,ed-1,1,https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/6/28/ed-1/seq-3/1,Illinois
5159,8272,0,sn85038292,"The Democratic advocate (Westminster, Md...)",1886,3,13,seq-3,ed-1,1,https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/3/13/ed-1/seq-3/1,Maryland
10343,8276,0,sn96090259,,1909,8,6,seq-6,ed-1,1,https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/8/6/ed-1/seq-6/1,South Dakota
2607,8278,0,sn86063034,"The morning news (Savannah, Ga.)",1887,10,18,seq-1,ed-1,1,https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/10/18/ed-1/seq-1/1,Georgia
6331,8280,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1887,8,15,seq-2,ed-1,1,https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/8/15/ed-1/seq-2/1,Minnesota
5393,8288,0,sn98066406,,1900,1,26,seq-11,ed-1,1,https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1/26/ed-1/seq-11/1,Michigan
6895,8289,0,sn89065008,,1917,8,1,seq-1,ed-1,1,https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/8/1/ed-1/seq-1/1,Mississippi
8046,8290,0,sn85042104,"The news & observer (Raleigh, N.C.)",1899,4,19,seq-2,ed-1,1,https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/4/19/ed-1/seq-2/1,North Carolina
10178,8292,0,sn99063957,,1914,7,17,seq-1,ed-1,1,https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/7/17/ed-1/seq-1/1,Oregon
5290,8293,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/4/19/ed-1/seq-1/1,Maine
5291,8293,1,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/4/19/ed-1/seq-1/1,Maine
9206,8297,0,sn83030193,"The evening world (New York, N.Y.)",1893,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/7/28/ed-1/seq-2/1,New York
3367,8298,0,sn83025167,"The Iowa plain dealer (New Oregon, How...)",1891,10,1,seq-1,ed-1,1,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/10/1/ed-1/seq-1/1,Iowa
3368,8298,1,sn83025167,"The Iowa plain dealer (New Oregon, How...)",1891,10,1,seq-1,ed-1,1,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/10/1/ed-1/seq-1/1,Iowa
3734,8301,0,sn92053945,,1891,5,5,seq-4,ed-1,1,https://articleextractor.org/pages/8301/iune_deckle_ver01/sn92053945/5/5/ed-1/seq-4/1,Illinois
4128,8303,0,sn84029853,"The Globe-republican (Dodge City, Kan...)",1891,4,15,seq-2,ed-1,1,https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/4/15/ed-1/seq-2/1,Kansas
4129,8303,1,sn84029853,"The Globe-republican (Dodge City, Kan...)",1891,4,15,seq-2,ed-1,1,https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/4/15/ed-1/seq-2/1,Kansas
7453,8304,0,sn99021999,,1887,7,28,seq-4,ed-1,1,https://articleextractor.org/pages/8304/nbu_chadron_ver01/sn99021999/7/28/ed-1/seq-4/1,Nebraska
5614,8305,0,sn89064939,"New Ulm weekly review (New Ulm, Minn.)",1891,3,18,seq-3,ed-1,1,https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/3/18/ed-1/seq-3/1,Minnesota
5578,8305,1,sn89064939,"New Ulm weekly review (New Ulm, Minn.)",1891,3,18,seq-3,ed-1,1,https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/3/18/ed-1/seq-3/1,Minnesota
13289,8308,0,sn85033133,"Grant County herald (Lancaster, Wis.)",1889,12,5,seq-4,ed-1,1,https://articleextractor.org/pages/8308/whi_jyme_ver01/sn85033133/12/5/ed-1/seq-4/1,Wisconsin
2025,8313,0,sn84020074,The daily Madisonian (Washington City...),1844,9,14,seq-2,ed-1,3,https://articleextractor.org/pages/8313/dlc_dragon_ver01/sn84020074/9/14/ed-1/seq-2/3,District of Columbia
4430,8314,0,sn85030529,"The Chanute times (Chanute, Kan.)",1897,6,18,seq-2,ed-1,2,https://articleextractor.org/pages/8314/khi_isabel_ver01/sn85030529/6/18/ed-1/seq-2/2,Kansas
12368,8315,0,sn98060050,"Vermont phœnix (Brattleboro, Vt...)",1889,5,10,seq-1,ed-1,1,https://articleextractor.org/pages/8315/vtu_eden_ver01/sn98060050/5/10/ed-1/seq-1/1,Vermont
12172,8316,0,sn90052005,,1911,6,21,seq-6,ed-1,1,https://articleextractor.org/pages/8316/vi_oldenburg_ver01/sn90052005/6/21/ed-1/seq-6/1,Virginia
5131,8318,0,sn88064454,The weekly messenger La.),1894,6,23,seq-1,ed-1,4,https://articleextractor.org/pages/8318/lu_strongguy_ver01/sn88064454/6/23/ed-1/seq-1/4,Louisiana
7473,8320,0,sn99021999,,1888,11,30,seq-1,ed-1,3,https://articleextractor.org/pages/8320/nbu_dewitt_ver01/sn99021999/11/30/ed-1/seq-1/3,Nebraska
5687,8321,0,sn89081128,,1912,11,13,seq-3,ed-1,3,https://articleextractor.org/pages/8321/mnhi_buick_ver01/sn89081128/11/13/ed-1/seq-3/3,Minnesota
9147,8322,0,sn83030193,"The evening world (New York, N.Y.)",1912,12,6,seq-1,ed-1,3,https://articleextractor.org/pages/8322/nn_iversen_ver01/sn83030193/12/6/ed-1/seq-1/3,New York
5165,8324,0,sn85038292,"The Democratic advocate (Westminster, Md...)",1889,11,16,seq-2,ed-1,2,https://articleextractor.org/pages/8324/mdu_douglass_ver01/sn85038292/11/16/ed-1/seq-2/2,Maryland
13150,8325,0,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13151,8325,1,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13152,8325,2,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13153,8325,3,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13154,8325,4,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13155,8325,5,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
13156,8325,6,sn85033255,"River Falls journal (River Falls, Pi...)",1888,1,5,seq-2,ed-1,3,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3,Wisconsin
11685,8327,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1889,11,2,seq-1,ed-1,2,https://articleextractor.org/pages/8327/uuml_griffith_ver01/sn85058130/11/2/ed-1/seq-1/2,Utah
4135,8328,0,sn84029853,"The Globe-republican (Dodge City, Kan...)",1898,8,18,seq-7,ed-1,2,https://articleextractor.org/pages/8328/khi_cessna_ver01/sn84029853/8/18/ed-1/seq-7/2,Kansas
1770,8329,0,sn85042461,The herald (Los Angeles [Ca...),1895,5,21,seq-1,ed-1,2,https://articleextractor.org/pages/8329/curiv_ogilby_ver01/sn85042461/5/21/ed-1/seq-1/2,California
10223,8330,0,sn96061150,"The daily morning Astorian (Astoria, Oregon)",1889,12,20,seq-3,ed-1,2,https://articleextractor.org/pages/8330/oru_hufnagel_ver02/sn96061150/12/20/ed-1/seq-3/2,Oregon
9838,8331,0,sn84028296,"Democratic Northwest (Napoleon, Ohio)",1889,5,30,seq-7,ed-1,3,https://articleextractor.org/pages/8331/ohi_ingstad_ver01/sn84028296/5/30/ed-1/seq-7/3,Ohio
1842,8332,0,sn85042354,"Evening journal (Wilmington, Del...)",1897,1,9,seq-6,ed-1,2,https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1/9/ed-1/seq-6/2,Delaware
1843,8332,1,sn85042354,"Evening journal (Wilmington, Del...)",1897,1,9,seq-6,ed-1,2,https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1/9/ed-1/seq-6/2,Delaware
4435,8335,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1895,8,27,seq-1,ed-1,4,https://articleextractor.org/pages/8335/khi_jennison_ver01/sn82014635/8/27/ed-1/seq-1/4,Kansas
7343,8336,0,sn85053057,"Daily inter mountain (Butte, Mont.)",1901,1,15,seq-8,ed-1,2,https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1/15/ed-1/seq-8/2,Montana
7342,8336,1,sn85053057,"Daily inter mountain (Butte, Mont.)",1901,1,15,seq-8,ed-1,2,https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1/15/ed-1/seq-8/2,Montana
8116,8337,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1902,1,7,seq-6,ed-1,2,https://articleextractor.org/pages/8337/ncu_green_ver01/sn91068367/1/7/ed-1/seq-6/2,North Carolina
4688,8339,0,sn85052118,"The Paducah daily sun (Paducah, Ky.)",1896,12,28,seq-2,ed-1,2,https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/12/28/ed-1/seq-2/2,Kentucky
4689,8339,1,sn85052118,"The Paducah daily sun (Paducah, Ky.)",1896,12,28,seq-2,ed-1,2,https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/12/28/ed-1/seq-2/2,Kentucky
10642,8340,0,sn98062949,,1901,8,8,seq-2,ed-1,3,https://articleextractor.org/pages/8340/sdhi_jicama_ver01/sn98062949/8/8/ed-1/seq-2/3,South Dakota
13195,8342,0,sn85033139,"The Manitowoc pilot (Manitowoc, Wis.)",1896,9,10,seq-3,ed-1,3,https://articleextractor.org/pages/8342/whi_grace_ver01/sn85033139/9/10/ed-1/seq-3/3,Wisconsin
9757,8343,0,sn83035565,"The Greenville journal (Greenville, Ohi...)",1908,9,3,seq-2,ed-1,2,https://articleextractor.org/pages/8343/ohi_gann_ver01/sn83035565/9/3/ed-1/seq-2/2,Ohio
1221,8344,0,sn90051548,,1900,11,29,seq-7,ed-1,2,https://articleextractor.org/pages/8344/cohi_irwin_ver01/sn90051548/11/29/ed-1/seq-7/2,Colorado
5170,8345,0,sn85038292,"The Democratic advocate (Westminster, Md...)",1896,11,21,seq-3,ed-1,2,https://articleextractor.org/pages/8345/mdu_douglass_ver01/sn85038292/11/21/ed-1/seq-3/2,Maryland
834,8346,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1907,3,17,seq-2,ed-1,2,https://articleextractor.org/pages/8346/au_evans_ver01/sn85038485/3/17/ed-1/seq-2/2,Alabama
12941,8347,0,sn84022770,"Washington standard (Olympia, Wash. ...)",1897,9,10,seq-2,ed-1,2,https://articleextractor.org/pages/8347/wa_kittitas_ver01/sn84022770/9/10/ed-1/seq-2/2,Washington
9985,8348,0,sn85042344,"Tulsa daily world (Tulsa, Indian T...)",1911,11,12,seq-27,ed-1,2,https://articleextractor.org/pages/8348/okhi_apache_ver02/sn85042344/11/12/ed-1/seq-27/2,Oklahoma
8166,8349,0,sn85042104,"The news & observer (Raleigh, N.C.)",1901,3,15,seq-2,ed-1,3,https://articleextractor.org/pages/8349/ncu_griffin_ver01/sn85042104/3/15/ed-1/seq-2/3,North Carolina
