Unnamed: 0,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,newspaper_state,url_fixed,date,date2,URL
8460,8155,2,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,North Dakota,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037,1893-08-04,1893/08/04,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/0?user_id=6
8461,8155,3,sn87096037,"The Hope pioneer (Hope, N.D.)",1893,8,4,seq-2,ed-1,1,North Dakota,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037,1893-08-04,1893/08/04,https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/0?user_id=6
13376,8165,0,sn85059533,"Martinsburg herald (Martinsburg, W....)",1891,4,4,seq-1,ed-1,1,West Virginia,https://articleextractor.org/pages/8165/wvu_boros_ver02/sn85059533,1891-04-04,1891/04/04,https://articleextractor.org/pages/8165/wvu_boros_ver02/sn85059533/1891/04/04/ed-1/seq-1/0?user_id=6
6980,8166,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1893,9,30,seq-2,ed-1,1,Mississippi,https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375,1893-09-30,1893/09/30,https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375/1893/09/30/ed-1/seq-2/0?user_id=6
7900,8168,0,sn91068076,"Asheville daily citizen (Asheville, N.C.)",1893,2,1,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/8168/ncu_cane_ver01/sn91068076,1893-02-01,1893/02/01,https://articleextractor.org/pages/8168/ncu_cane_ver01/sn91068076/1893/02/01/ed-1/seq-1/0?user_id=6
9143,8169,0,sn83030193,"The evening world (New York, N.Y.)",1891,4,28,seq-2,ed-2,1,New York,https://articleextractor.org/pages/8169/nn_isahakyan_ver01/sn83030193,1891-04-28,1891/04/28,https://articleextractor.org/pages/8169/nn_isahakyan_ver01/sn83030193/1891/04/28/ed-2/seq-2/0?user_id=6
4137,8170,0,sn85029677,"Phillipsburg herald (Phillipsburg, K...)",1893,2,2,seq-7,ed-1,1,Kansas,https://articleextractor.org/pages/8170/khi_curry_ver01/sn85029677,1893-02-02,1893/02/02,https://articleextractor.org/pages/8170/khi_curry_ver01/sn85029677/1893/02/02/ed-1/seq-7/0?user_id=6
6547,8172,0,sn89067274,NA,1893,2,2,seq-2,ed-1,1,Missouri,https://articleextractor.org/pages/8172/mohi_garfield_ver01/sn89067274,1893-02-02,1893/02/02,https://articleextractor.org/pages/8172/mohi_garfield_ver01/sn89067274/1893/02/02/ed-1/seq-2/0?user_id=6
7431,8173,0,sn99021999,NA,1891,10,10,seq-1,ed-1,1,Nebraska,https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999,1891-10-10,1891/10/10,https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999/1891/10/10/ed-1/seq-1/0?user_id=6
1490,8176,0,sn94053256,"Waterbury evening Democrat (Waterbury, Conn...)",1891,10,30,seq-1,ed-1,1,Connecticut,https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256,1891-10-30,1891/10/30,https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256/1891/10/30/ed-1/seq-1/0?user_id=6
8457,8180,0,sn87096037,"The Hope pioneer (Hope, N.D.)",1892,11,4,seq-2,ed-2,1,North Dakota,https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037,1892-11-04,1892/11/04,https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037/1892/11/04/ed-2/seq-2/0?user_id=6
5907,8181,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1891,10,4,seq-1,ed-1,1,Minnesota,https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522,1891-10-04,1891/10/04,https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522/1891/10/04/ed-1/seq-1/0?user_id=6
6977,8183,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1889,9,21,seq-2,ed-1,1,Mississippi,https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375,1889-09-21,1889/09/21,https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375/1889/09/21/ed-1/seq-2/0?user_id=6
9497,8186,0,sn84028272,"The enterprise (Wellington, Ohi...)",1893,9,27,seq-6,ed-1,1,Ohio,https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272,1893-09-27,1893/09/27,https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/1893/09/27/ed-1/seq-6/0?user_id=6
1024,8187,0,sn84020558,"Arizona republican (Phoenix, Ariz.)",1892,1,15,seq-5,ed-1,1,Arizona,https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558,1892-01-15,1892/01/15,https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1892/01/15/ed-1/seq-5/0?user_id=6
6472,8188,0,sn93060412,"The intelligencer (Lexington, Mo.)",1890,9,6,seq-3,ed-1,1,Missouri,https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412,1890-09-06,1890/09/06,https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/1890/09/06/ed-1/seq-3/0?user_id=6
11414,8189,0,sn86064205,NA,1887,2,3,seq-6,ed-1,1,Texas,https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205,1887-02-03,1887/02/03,https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6/0?user_id=6
4229,8190,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1910,9,3,seq-12,ed-1,1,Kansas,https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014,1910-09-03,1910/09/03,https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12/0?user_id=6
6019,8191,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1893,8,29,seq-4,ed-1,1,Minnesota,https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522,1893-08-29,1893/08/29,https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4/0?user_id=6
11683,8192,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1887,7,28,seq-1,ed-1,1,Utah,https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130,1887-07-28,1887/07/28,https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1/0?user_id=6
2112,8193,0,sn82014424,"The Evening critic (Washington, D.C...)",1884,1,17,seq-1,ed-1,1,District of Columbia,https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424,1884-01-17,1884/01/17,https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1/0?user_id=6
10603,8194,0,sn98062948,NA,1887,11,17,seq-2,ed-1,1,South Dakota,https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948,1887-11-17,1887/11/17,https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/0?user_id=6
1983,8196,0,sn86053573,NA,1887,6,14,seq-1,ed-1,2,District of Columbia,https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573,1887-06-14,1887/06/14,https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1/0?user_id=6
656,8197,0,sn84023017,"The Russellville Democrat (Russellville, A...)",1893,11,30,seq-2,ed-1,1,Arkansas,https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017,1893-11-30,1893/11/30,https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/0?user_id=6
5123,8200,0,sn87090131,"Tensas gazette (St. Joseph, La.)",1909,4,30,seq-4,ed-1,1,Louisiana,https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131,1909-04-30,1909/04/30,https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/0?user_id=6
9829,8201,0,sn85038161,"The News-Herald (Hillsboro, High...)",1887,2,10,seq-2,ed-1,1,Ohio,https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161,1887-02-10,1887/02/10,https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2/0?user_id=6
4117,8202,0,sn85030221,"The Emporia weekly news (Emporia, Kan.)",1885,7,2,seq-1,ed-1,1,Kansas,https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221,1885-07-02,1885/07/02,https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1/0?user_id=6
13593,8204,0,sn86072173,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",1888,10,28,seq-1,ed-1,2,Wyoming,https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173,1888-10-28,1888/10/28,https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/0?user_id=6
2319,8207,0,sn83030214,New-York tribune (New York [N.Y.]),1888,12,27,seq-4,ed-1,2,New York,https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214,1888-12-27,1888/12/27,https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/0?user_id=6
3391,8208,0,sn84022135,"Idaho semi-weekly world (Idaho City, Ida...)",1888,4,10,seq-2,ed-1,2,Idaho,https://articleextractor.org/pages/8208/idhi_eliot_ver01/sn84022135,1888-04-10,1888/04/10,https://articleextractor.org/pages/8208/idhi_eliot_ver01/sn84022135/1888/04/10/ed-1/seq-2/0?user_id=6
6770,8213,0,sn86074058,"The Brookhaven leader (Brookhaven, Mis...)",1888,6,21,seq-2,ed-1,3,Mississippi,https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058,1888-06-21,1888/06/21,https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2/0?user_id=6
2341,8215,0,sn83045462,"Evening star (Washington, D.C...)",1912,10,6,seq-24,ed-1,2,District of Columbia,https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462,1912-10-06,1912/10/06,https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24/0?user_id=6
12752,8216,0,sn87008085,"The Newport miner (Newport, Wash.)",1912,12,12,seq-7,ed-1,2,Idaho,https://articleextractor.org/pages/8216/wa_duwamish_ver01/sn87008085,1912-12-12,1912/12/12,https://articleextractor.org/pages/8216/wa_duwamish_ver01/sn87008085/1912/12/12/ed-1/seq-7/0?user_id=6
3448,8220,0,sn82015679,The Indianapolis journal (Indianapolis [I...),1897,7,22,seq-5,ed-1,2,Indiana,https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679,1897-07-22,1897/07/22,https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5/0?user_id=6
1706,8222,0,sn84025968,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1890,11,1,seq-2,ed-1,2,California,https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968,1890-11-01,1890/11/01,https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2/0?user_id=6
4309,8223,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1888,11,15,seq-2,ed-1,2,Kansas,https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386,1888-11-15,1888/11/15,https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386/1888/11/15/ed-1/seq-2/0?user_id=6
4228,8226,0,sn82015485,"Western Kansas world (WaKeeney, Kan.)",1889,7,13,seq-7,ed-1,1,Kansas,https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485,1889-07-13,1889/07/13,https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7/0?user_id=6
4424,8235,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1896,12,28,seq-4,ed-1,2,Kansas,https://articleextractor.org/pages/8235/khi_inge_ver01/sn82016014,1896-12-28,1896/12/28,https://articleextractor.org/pages/8235/khi_inge_ver01/sn82016014/1896/12/28/ed-1/seq-4/0?user_id=6
7680,8237,0,sn94056415,NA,1897,2,12,seq-6,ed-1,2,Nebraska,https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415,1897-02-12,1897/02/12,https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6/0?user_id=6
1810,8240,0,sn85042462,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1910,7,4,seq-1,ed-1,1,California,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462,1910-07-04,1910/07/04,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/0?user_id=6
4905,8241,0,sn85052020,"Semi-weekly interior journal (Stanford, Ky.)",1886,10,8,seq-2,ed-1,1,Kentucky,https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020,1886-10-08,1886/10/08,https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2/0?user_id=6
2726,8242,0,sn86090947,NA,1909,6,4,seq-1,ed-1,1,Georgia,https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947,1909-06-04,1909/06/04,https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1/0?user_id=6
1223,8244,0,sn90051548,NA,1909,11,18,seq-3,ed-1,1,Colorado,https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548,1909-11-18,1909/11/18,https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/0?user_id=6
4411,8245,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,Kansas,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635,1890-09-04,1890/09/04,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/0?user_id=6
4413,8245,1,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1890,9,4,seq-2,ed-1,1,Kansas,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635,1890-09-04,1890/09/04,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/0?user_id=6
3413,8246,0,sn86091095,"The Ketchum keystone (Ketchum, Idaho)",1887,5,14,seq-3,ed-1,1,Idaho,https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095,1887-05-14,1887/05/14,https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3/0?user_id=6
2605,8247,0,sn86063034,"The morning news (Savannah, Ga.)",1887,7,20,seq-2,ed-1,1,Georgia,https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034,1887-07-20,1887/07/20,https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2/0?user_id=6
13147,8248,0,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255,1884-01-03,1884/01/03,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6
13148,8248,1,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255,1884-01-03,1884/01/03,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6
13149,8248,2,sn85033255,"River Falls journal (River Falls, Pi...)",1884,1,3,seq-2,ed-1,1,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255,1884-01-03,1884/01/03,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/0?user_id=6
395,8250,0,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960,1892-05-20,1892/05/20,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/0?user_id=6
397,8250,1,sn84022960,"The Forrest City times (Forrest City, A...)",1892,5,20,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960,1892-05-20,1892/05/20,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/0?user_id=6
7098,8253,0,sn85034447,"The Magnolia gazette (Magnolia, Miss.)",1892,6,25,seq-3,ed-1,1,Mississippi,https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447,1892-06-25,1892/06/25,https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3/0?user_id=6
10973,8257,0,sn93063896,NA,1886,2,27,seq-4,ed-1,1,Tennessee,https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896,1886-02-27,1886/02/27,https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4/0?user_id=6
6499,8259,0,sn89067453,NA,1892,2,18,seq-4,ed-1,1,Missouri,https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453,1892-02-18,1892/02/18,https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4/0?user_id=6
3657,8268,0,sn87082573,NA,1884,6,28,seq-3,ed-1,1,Illinois,https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573,1884-06-28,1884/06/28,https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/0?user_id=6
5159,8272,0,sn85038292,"The Democratic advocate (Westminster, Md...)",1886,3,13,seq-3,ed-1,1,Maryland,https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292,1886-03-13,1886/03/13,https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3/0?user_id=6
10343,8276,0,sn96090259,NA,1909,8,6,seq-6,ed-1,1,South Dakota,https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259,1909-08-06,1909/08/06,https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/0?user_id=6
2607,8278,0,sn86063034,"The morning news (Savannah, Ga.)",1887,10,18,seq-1,ed-1,1,Georgia,https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034,1887-10-18,1887/10/18,https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/0?user_id=6
6331,8280,0,sn90059522,"St. Paul daily globe (Saint Paul, Min...)",1887,8,15,seq-2,ed-1,1,Minnesota,https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522,1887-08-15,1887/08/15,https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/0?user_id=6
5393,8288,0,sn98066406,NA,1900,1,26,seq-11,ed-1,1,Michigan,https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406,1900-01-26,1900/01/26,https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/0?user_id=6
6895,8289,0,sn89065008,NA,1917,8,1,seq-1,ed-1,1,Mississippi,https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008,1917-08-01,1917/08/01,https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/0?user_id=6
8046,8290,0,sn85042104,"The news & observer (Raleigh, N.C.)",1899,4,19,seq-2,ed-1,1,North Carolina,https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104,1899-04-19,1899/04/19,https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/0?user_id=6
10178,8292,0,sn99063957,NA,1914,7,17,seq-1,ed-1,1,Oregon,https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957,1914-07-17,1914/07/17,https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/0?user_id=6
5290,8293,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,Maine,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248,1886-04-19,1886/04/19,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/0?user_id=6
5291,8293,1,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1886,4,19,seq-1,ed-1,1,Maine,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248,1886-04-19,1886/04/19,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/0?user_id=6
9206,8297,0,sn83030193,"The evening world (New York, N.Y.)",1893,7,28,seq-2,ed-1,1,New York,https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193,1893-07-28,1893/07/28,https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2/0?user_id=6
